word,predictor,coefficient,p_val,warnings_m1,warnings_m2
crust,avgmonth_tmp,-0.1908168452743337,5.503889688284122e-4,,
beef,avgmonth_tmp,-0.19052949536619684,0.014665787549233329,,
objective,avgmonth_tmp,-0.19024098697030753,0.029232040612367786,,
toilet,avgmonth_tmp,-0.188633917945526,0.024450539368687303,,
speed,avgmonth_tmp,-0.18831846970725025,4.1996679566940154e-4,,
bump,avgmonth_tmp,-0.18818542030072705,0.004817601303513486,,
distribution,avgmonth_tmp,-0.18787450578678488,0.0032279999801365852,,
barrier,avgmonth_tmp,-0.18746245474613016,0.010376200999523808,,
education,avgmonth_tmp,-0.18684940934464792,0.007979990025931461,,
despair,avgmonth_tmp,-0.18663275598482504,0.0028988494640133293,,
institution,avgmonth_tmp,-0.1850739795772411,0.01339155021291983,,
spill,avgmonth_tmp,-0.18501601730089837,5.135284190714714e-4,,
trigger,avgmonth_tmp,-0.1849034786321704,0.01411145133044445,,
shelf,avgmonth_tmp,-0.18455084228127908,9.799562682147973e-4,,
organization,avgmonth_tmp,-0.18350564221949617,0.043997485312549524,,
sequence,avgmonth_tmp,-0.18335696546892294,0.009410528465819183,,
brood,avgmonth_tmp,-0.18325612195146432,0.008813505712490058,,
transport,avgmonth_tmp,-0.1831815072935669,0.006598356297065604,,
majority,avgmonth_tmp,-0.1831522893067636,0.0016045183296832437,,
tug,avgmonth_tmp,-0.1829775617596428,0.02040320339357258,,
competition,avgmonth_tmp,-0.18294091382835057,0.013802315701531563,,
wheat,avgmonth_tmp,-0.1827645647049593,0.005949010323107952,,
flint,avgmonth_tmp,-0.18272508029983425,0.009059376963355549,,
garbage,avgmonth_tmp,-0.18252952846264608,0.028550590719277225,,
cream,avgmonth_tmp,-0.1823476483951572,0.007634227033820434,,
appeal,avgmonth_tmp,-0.18230447891035023,0.008832147283109333,,
ride,avgmonth_tmp,-0.1822374785004459,0.0021319579540955403,,
window,avgmonth_tmp,-0.18182166214651516,2.6942083241393664e-5,,
craft,avgmonth_tmp,-0.18142609388127606,0.006289169230562841,,
printing,avgmonth_tmp,-0.18127071582870655,0.01202586318239317,,
biscuit,avgmonth_tmp,-0.18066701802660137,0.009234049987919518,,
card,avgmonth_tmp,-0.1806305172218065,0.021246411806953386,,
waterfall,avgmonth_tmp,-0.17941270639093812,0.00298538337242506,,
glue,avgmonth_tmp,-0.1788643159934006,4.367143914923396e-4,,
ox,avgmonth_tmp,-0.17879856351507736,0.030429789949528992,,
den,avgmonth_tmp,-0.17860142958916833,0.05197141494998885,,
lack,avgmonth_tmp,-0.17732349195987634,3.6813438275323714e-4,,
flare,avgmonth_tmp,-0.17655515938153887,1,,
gratitude,avgmonth_tmp,-0.17653065710674928,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
talk,avgmonth_tmp,-0.1761905872294261,0.013428290939805304,,
peak,avgmonth_tmp,-0.17593040452117856,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
tape,avgmonth_tmp,-0.175404079077056,0.01234308026445069,,
sparkle,avgmonth_tmp,-0.17512450695533127,0.01155920605191179,,
blanket,avgmonth_tmp,-0.1750961212099886,0.0024652678445211793,,
view,avgmonth_tmp,-0.1748013691105866,3.3934340851228735e-4,,
pocket,avgmonth_tmp,-0.17424051094222984,4.20096694783578e-4,,
cargo,avgmonth_tmp,-0.17397319040644585,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
secretary,avgmonth_tmp,-0.17389156430606278,0.015449952911131949,,
trace,avgmonth_tmp,-0.17368720180479852,4.6046650641747564e-4,,
sadness,avgmonth_tmp,-0.17341855700805306,0.006668409311541503,,
provision,avgmonth_tmp,-0.17299719242687903,0.006747194115385259,,
vote,avgmonth_tmp,-0.17293280889569793,0.05965231105377155,,
conscience,avgmonth_tmp,-0.17274508711015582,0.01896450440065448,,
knob,avgmonth_tmp,-0.17197717720672392,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
board,avgmonth_tmp,-0.17080542633528306,8.659338532087033e-4,,
scalp,avgmonth_tmp,-0.17036086911184534,0.0302625717541502,,
fund,avgmonth_tmp,-0.16997656772744127,0.039895544135917775,,
university,avgmonth_tmp,-0.16962478000758363,0.041538635201461234,,
contribution,avgmonth_tmp,-0.16933055912315262,0.0019239798916730198,,
stride,avgmonth_tmp,-0.16911420908181998,0.0165578632472974,,
ridge,avgmonth_tmp,-0.16902314843474667,0.004708310447567618,,
debate,avgmonth_tmp,-0.16878386593837916,0.02093287117963553,,
baking,avgmonth_tmp,-0.16740912722902399,0.02450509044095947,,
history,avgmonth_tmp,-0.1672266624511524,0.005030735357983425,,
choice,avgmonth_tmp,-0.1672208940732911,3.077322326423006e-4,,
chop,avgmonth_tmp,-0.16719966244449228,0.0016599060784278502,,
decline,avgmonth_tmp,-0.16691154496069133,0.007519047128152811,,
eagle,avgmonth_tmp,-0.1666500117805891,0.0017930655720269457,,
project,avgmonth_tmp,-0.1661987948009664,1.7404471911914852e-4,,
store,avgmonth_tmp,-0.16606209503781505,9.538733382987593e-6,,
radio,avgmonth_tmp,-0.16588865005746953,0.06614647209907368,,
defense,avgmonth_tmp,-0.16580601231970704,0.01109105754415929,,
crumb,avgmonth_tmp,-0.16524713733273294,0.006150987500011159,,
policeman,avgmonth_tmp,-0.16504749564407584,0.02199793697874288,,
tower,avgmonth_tmp,-0.16496393980287913,0.008372438765616675,,
swimming,avgmonth_tmp,-0.164367656521072,0.0022402046070567026,,
formation,avgmonth_tmp,-0.16434915521490145,0.010319078582077514,,
flight,avgmonth_tmp,-0.16397516474903945,0.0021828928719360603,,
coffee,avgmonth_tmp,-0.16363287992702705,0.05935931154082672,,
gas,avgmonth_tmp,-0.163449615741726,0.04200831686268085,,
smack,avgmonth_tmp,-0.16333192421734855,0.04708289209727218,,
list,avgmonth_tmp,-0.16157720159270011,0.008267376057678218,,
accent,avgmonth_tmp,-0.1614891887989031,0.05058044144544235,,
niece,avgmonth_tmp,-0.1614707046547083,0.007049154938575771,,
pear,avgmonth_tmp,-0.16127914490069842,0.0435292265399583,,
mushroom,avgmonth_tmp,-0.16063762046566712,0.035432594485554796,,
dialect,avgmonth_tmp,-0.16019497724872295,0.0482554580519338,,
hunt,avgmonth_tmp,-0.159894561528853,0.0015874790393728693,,
brow,avgmonth_tmp,-0.15949514625170244,0.00858955244316419,,
estimate,avgmonth_tmp,-0.15916294109051804,0.022736902573774368,,
travel,avgmonth_tmp,-0.15898158489439201,1.2145812468080046e-4,,
library,avgmonth_tmp,-0.1580406257748642,0.011962979329424143,,
stagger,avgmonth_tmp,-0.15775121914481824,0.0023347520697545327,,
puff,avgmonth_tmp,-0.15739760212897624,0.006225696357326427,,
puppy,avgmonth_tmp,-0.15733460375577948,0.02615334613377754,,
interpreter,avgmonth_tmp,-0.15733411909269443,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
chatter,avgmonth_tmp,-0.1564393932675992,0.006700086204015141,,
chill,avgmonth_tmp,-0.15634060466525787,0.014318597237533278,,
limp,avgmonth_tmp,-0.15564527459132516,0.0025362320729930667,,
vocabulary,avgmonth_tmp,-0.15490527831853215,0.07604349200017356,,
drill,avgmonth_tmp,-0.15448278909119584,0.004869133579499881,,
carving,avgmonth_tmp,-0.15429765715742022,0.021671840747612213,,
struggle,avgmonth_tmp,-0.154151307553665,0.004601958106094519,,
comment,avgmonth_tmp,-0.15405614873475462,0.014163404190211101,,
idea,avgmonth_tmp,-0.1537876991597654,0.006540036801174459,,
rock,avgmonth_tmp,-0.15352754160930218,3.8418447095534913e-4,,
temperature,avgmonth_tmp,-0.15340814606204226,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
sample,avgmonth_tmp,-0.15291025328148294,0.023995210648197707,,
mask,avgmonth_tmp,-0.1526124233619037,0.05257003471289515,,
ton,avgmonth_tmp,-0.15256409439950355,0.1258712227250701,,
pump,avgmonth_tmp,-0.15252584353064838,0.028577246368950114,,
issue,avgmonth_tmp,-0.15247272013810464,0.006384999135657623,,
trim,avgmonth_tmp,-0.15177270839414708,0.003592962876702292,,
whisper,avgmonth_tmp,-0.1517392108586246,0.001232367883972491,,
rabbit,avgmonth_tmp,-0.15170432338038403,0.03385266583487403,,
pine,avgmonth_tmp,-0.15142283352725827,0.02863905566503604,,
tangle,avgmonth_tmp,-0.1509106808465057,0.02919592858987455,,
attempt,avgmonth_tmp,-0.15048365835912997,4.799337615584383e-4,,
curl,avgmonth_tmp,-0.1503565936005791,0.0017145108274782064,,
manure,avgmonth_tmp,-0.15011204528044209,0.015677557256236496,,
wake,avgmonth_tmp,-0.14985994757404833,0.002278288004851267,,
index,avgmonth_tmp,-0.1498575867722523,0.030697339882461712,,
errand,avgmonth_tmp,-0.1497722582840795,0.04992612707398774,,
parcel,avgmonth_tmp,-0.1496787729559244,0.02988032757103024,,
information,avgmonth_tmp,-0.1496261537822201,0.0062052562436509485,,
clock,avgmonth_tmp,-0.14954051010640426,0.012940628355087906,,
model,avgmonth_tmp,-0.14950700568283756,0.02734371332055628,,
calf,avgmonth_tmp,-0.14932181054697358,9.744553017233022e-4,,
bandage,avgmonth_tmp,-0.14905764829628781,3.5601406976937695e-4,"Model convergence problem; singular convergence (7). See vignette('troubleshooting'), help('diagnose')",
route,avgmonth_tmp,-0.1489855570675319,0.002221077724728898,,
farmer,avgmonth_tmp,-0.14886140735139008,0.04083309989684282,,
report,avgmonth_tmp,-0.14873769990450908,0.0012807574198548573,,
mission,avgmonth_tmp,-0.14831085392285823,0.1083132851938481,,
ore,avgmonth_tmp,-0.14791253867195808,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
plague,avgmonth_tmp,-0.14780005091865764,0.02269990466626032,,
shiver,avgmonth_tmp,-0.14759090044599665,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
summit,avgmonth_tmp,-0.14748065887086853,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
belt,avgmonth_tmp,-0.1472600769258487,3.4477689745989436e-4,,
shaft,avgmonth_tmp,-0.14720180053223328,0.03874629216460047,,
score,avgmonth_tmp,-0.14707096348963425,0.053948508561155094,,
dent,avgmonth_tmp,-0.14651895108392018,0.09813582539502885,,
punch,avgmonth_tmp,-0.1459534792947658,0.028825131555576415,,
job,avgmonth_tmp,-0.14557218121560447,0.019515644179619974,,
bus,avgmonth_tmp,-0.14515657013314037,0.12060396896271168,,
storm,avgmonth_tmp,-0.1448984666718992,4.3886549657188505e-4,,
flea,avgmonth_tmp,-0.14484576475538682,0.008064782757167203,,
painting,avgmonth_tmp,-0.14463731533066237,0.041809771779828975,,
butter,avgmonth_tmp,-0.14462440109749833,0.014695372088064882,,
link,avgmonth_tmp,-0.14452217390133493,0.016919873184967994,,
landing,avgmonth_tmp,-0.14450475555173276,0.04492593522570409,,
stair,avgmonth_tmp,-0.1444611407551293,0.026009105073787068,,
syllable,avgmonth_tmp,-0.14417606643480363,0.09568187397004552,,
contrast,avgmonth_tmp,-0.14412267635991663,0.07449285435471192,,
map,avgmonth_tmp,-0.14374138501756584,0.03674238367473021,,
loop,avgmonth_tmp,-0.14300887479188032,0.029198533503788242,,
nun,avgmonth_tmp,-0.1429050152784689,0.10535480935809356,,
cap,avgmonth_tmp,-0.14285519640567496,0.0031501973880392843,,
shore,avgmonth_tmp,-0.14241702059598743,0.013290256399729044,,
task,avgmonth_tmp,-0.14234671886303704,0.007188940976893789,,
hearth,avgmonth_tmp,-0.14198837000981512,0.11473832633059701,,
idiot,avgmonth_tmp,-0.1419694926311024,0.05594048141045731,,
pork,avgmonth_tmp,-0.14156226309488487,0.12352302269777515,,
file,avgmonth_tmp,-0.1414321774618088,0.0030480702592084723,,
steam,avgmonth_tmp,-0.14138272608316738,0.002993639227512751,,
candle,avgmonth_tmp,-0.14104283135476003,0.018114847566896908,,
linguistics,avgmonth_tmp,-0.1403092224166506,0.21775513101971194,,
jet,avgmonth_tmp,-0.14015612012066667,0.05391959020450404,,
counter,avgmonth_tmp,-0.13987551408928023,0.05369149931724436,,
brace,avgmonth_tmp,-0.1396779819675974,0.04569081274687429,,
bridge,avgmonth_tmp,-0.1395805250307016,5.44466312401144e-4,,
student,avgmonth_tmp,-0.13897018202828826,0.04307450085929753,,
church,avgmonth_tmp,-0.1387672527432773,0.03862517093195082,,
mist,avgmonth_tmp,-0.13876256247469293,0.003717559948204353,,
selection,avgmonth_tmp,-0.1386307908060562,0.011732095823132312,,
territory,avgmonth_tmp,-0.1385277084182468,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
brother-in-law,avgmonth_tmp,-0.1383812840052757,0.02245388917483087,,
variation,avgmonth_tmp,-0.13800107983765625,0.08528241721059351,,
rate,avgmonth_tmp,-0.1379604806259362,0.06031099950662762,,
rail,avgmonth_tmp,-0.13724626246380556,0.039292559014095486,,
film,avgmonth_tmp,-0.1368811473446207,0.12402135244673716,,
dash,avgmonth_tmp,-0.13656276222233146,0.048136819138076416,,
marrow,avgmonth_tmp,-0.13635445158634596,0.003211392682999503,,
wedge,avgmonth_tmp,-0.13551610823856913,0.011563956801113837,,
illness,avgmonth_tmp,-0.13544920396347482,0.022740263424686293,,
damage,avgmonth_tmp,-0.13470527822604653,0.011469532820727163,,
stature,avgmonth_tmp,-0.1343566146467661,0.044577035870569874,,
bitch,avgmonth_tmp,-0.1342843239646221,0.015756632890863268,,
