lang_a,lang_b,distance
Djiwarli,Tweed-Albert,0.040867554613978056
Djiwarli,Kwamera,0.041167792230012726
Djiwarli,Serbian-Croatian-Bosnian,0.04133128859714531
Djiwarli,Chantyal,0.041337357571738495
Doromu-Koki,Dagbani,0.033173584647984124
Doromu-Koki,Estonian,0.04110252822480382
Doromu-Koki,Comanche,0.04123487211690448
Doromu-Koki,Baram Kayan,0.04137870865851747
Doromu-Koki,Afrikaans,0.042059353023188584
Doromu-Koki,Bondo,0.04233522566391458
Doromu-Koki,To'abaita,0.04285889880525588
Doromu-Koki,Maithili,0.042984453010817505
Doromu-Koki,Chantyal,0.043239751468195274
Doromu-Koki,Serbian-Croatian-Bosnian,0.043308621329781624
Dutch,Afrikaans,0.008602914345431223
Dutch,Russian,0.00995957835782223
Dutch,Korean,0.01164743765142059
Dutch,German,0.011827911795532369
Dutch,Hungarian,0.012163842330329029
Dutch,Standard Arabic,0.012175364506177578
Dutch,Polish,0.01291451350094403
Dutch,Portuguese,0.013008283451981486
Dutch,Finnish,0.013247188333837093
Dutch,French,0.01339640785139216
Dzongkha,Urdu,0.01480870684508878
Dzongkha,Hindustani,0.015155446019345003
Dzongkha,Gujarati,0.0159051390731836
Dzongkha,Eastern Armenian,0.01593937913687474
Dzongkha,Portuguese,0.016186786552276088
Dzongkha,Mandarin Chinese,0.01635022342326456
Dzongkha,Malayalam,0.01656233076771437
Dzongkha,Polish,0.01668170135722104
Dzongkha,Dutch,0.016829536345883973
Dzongkha,Eastern Panjabi,0.016862584482475972
East Limba,Shan,0.019813981316911
East Limba,Nyankole,0.022663916247430246
East Limba,Central Khmer,0.023022258119196556
East Limba,Yoruba,0.023052369945200175
East Limba,Eastern Panjabi,0.023221175346240908
East Limba,Waray,0.023257301554879085
East Limba,Temiar,0.023529409760638352
East Limba,Igbo,0.023715089561160585
East Limba,Maranao,0.023739074367388074
East Limba,Lao,0.02377268329763053
East Taa,Swedish,0.028184595654522224
East Taa,Zande,0.029855439800774135
East Taa,Marra,0.03046962301631965
East Taa,Northwest Sahaptin,0.031058284155790632
East Taa,Aromanian,0.031177069290299116
East Taa,French,0.031431086735653355
East Taa,Yoruba,0.0315084531640515
East Taa,Thai,0.03153903739292009
East Taa,Polish,0.031603641128506
East Taa,Standard Indonesian,0.0317471649628327
East-Central Tangkhul Naga,Malayalam,0.01789506117450316
East-Central Tangkhul Naga,Mandarin Chinese,0.01800583808881099
East-Central Tangkhul Naga,Odia,0.01801162482163656
East-Central Tangkhul Naga,Yoruba,0.018169502617049176
East-Central Tangkhul Naga,Balinese,0.0185256866843143
East-Central Tangkhul Naga,Italian,0.018657155328202522
East-Central Tangkhul Naga,Gujarati,0.018855957335250417
East-Central Tangkhul Naga,Vietnamese,0.018935845485735334
East-Central Tangkhul Naga,Polish,0.018956537011668155
East-Central Tangkhul Naga,Mara Chin,0.018974207103370264
Eastern Armenian,Georgian,0.009989486879523854
Eastern Armenian,Polish,0.010387807773716534
Eastern Armenian,Hungarian,0.011067388380548925
Eastern Armenian,Slovenian,0.011099250693375999
Eastern Armenian,Eastern Yiddish,0.011181905159455208
Eastern Armenian,Urdu,0.011423743697709505
Eastern Armenian,Danish,0.011731404555120076
Eastern Armenian,German,0.011853836438634432
Eastern Armenian,Hindustani,0.011856496265910108
Eastern Armenian,Portuguese,0.011906226302611405
Eastern Balochi,Spanish,0.023752717263606556
Eastern Balochi,Romanian,0.025775991640164635
Eastern Balochi,Swedish,0.027737031939596337
Eastern Balochi,Italian,0.02781916652865902
Eastern Balochi,Vietnamese,0.028853029020674336
Eastern Balochi,Japanese,0.029561795735175773
Eastern Balochi,Latin,0.029862522096515888
Eastern Balochi,Yoruba,0.030125396773827768
Eastern Balochi,Old English,0.030530993185809874
Eastern Balochi,Tok Pisin,0.03136117698587176
Eastern Canadian Inuktitut,Irish,0.027211341257045902
Eastern Canadian Inuktitut,Old English,0.029251605575954513
Eastern Canadian Inuktitut,Standard Indonesian,0.030518997564994935
Eastern Canadian Inuktitut,Latin,0.032910166833840584
Eastern Canadian Inuktitut,Spanish,0.03371753380375972
Eastern Canadian Inuktitut,Polish,0.03391491641624288
Eastern Canadian Inuktitut,Plains Cree,0.03411361398710816
Eastern Canadian Inuktitut,Cornish,0.03430483243037296
Eastern Canadian Inuktitut,Hungarian,0.03437829829716186
Eastern Canadian Inuktitut,Swedish,0.035319576834941385
Eastern Ojibwa,French,0.027350438447067516
Eastern Ojibwa,Alabama,0.03483870875809227
Eastern Ojibwa,Swedish,0.035675905565289455
Eastern Ojibwa,Polish,0.035892385831618585
Eastern Ojibwa,Mandarin Chinese,0.03677599512433086
Eastern Ojibwa,Danish,0.03691048499976826
Eastern Ojibwa,Hungarian,0.037170752002025825
Eastern Ojibwa,Tsonga,0.03732087130180468
Eastern Ojibwa,Lithuanian,0.03732665537380945
Eastern Ojibwa,Ukrainian,0.037354709730104
Eastern Panjabi,Urdu,0.0094285009727911
Eastern Panjabi,Hindustani,0.010602639260381531
Eastern Panjabi,Marathi,0.011371164268845702
Eastern Panjabi,Gujarati,0.012812680532024112
Eastern Panjabi,Central Khmer,0.012838028240872988
Eastern Panjabi,Manipuri,0.013007161715614017
Eastern Panjabi,Nepali,0.013486523935761096
Eastern Panjabi,Mandarin Chinese,0.013493742047273972
Eastern Panjabi,Yoruba,0.01360225270665032
Eastern Panjabi,Standard Indonesian,0.013925287724332326
Eastern Yiddish,Danish,0.009624792207948454
Eastern Yiddish,Slovenian,0.010176620130018457
Eastern Yiddish,Polish,0.010727732166570253
Eastern Yiddish,Afrikaans,0.011177429269871595
Eastern Yiddish,Eastern Armenian,0.011181905159455208
Eastern Yiddish,Ukrainian,0.011413842867788368
Eastern Yiddish,Lithuanian,0.011481040051445261
Eastern Yiddish,Czech,0.011884512221080694
Eastern Yiddish,Italian,0.01190523464337121
Eastern Yiddish,Swedish,0.012111278932491924
Efik,Yoruba,0.016959342383813237
Efik,Telugu,0.01795180893803276
Efik,Thai,0.018023393286270308
Efik,Mandarin Chinese,0.018867746213963015
Efik,Ewe,0.018964494378630164
Efik,Malayalam,0.019010905202471763
Efik,Igbo,0.019182556798777367
Efik,Spanish,0.01919965102676988
Efik,Bobangi,0.019219164169076486
Efik,Vietnamese,0.019616415214806088
Egyptian,Dutch,0.026904708853915844
Egyptian,Old English,0.027887832205065105
Egyptian,Afrikaans,0.028133444441205663
Egyptian,Central Kurdish,0.029153207278361296
Egyptian,Kannada,0.029180108486707993
Egyptian,Tamil,0.029368580691113515
Egyptian,Goan Konkani,0.029376936528220036
Egyptian,Nez Perce,0.02953635472432478
Egyptian,Slovak,0.029546851430665145
Egyptian,Tonga,0.029748917442299964
Egyptian Arabic,Odia,0.011991863627327147
Egyptian Arabic,Turkish,0.012175090357667784
Egyptian Arabic,Western Farsi,0.012583027224875752
Egyptian Arabic,Eastern Yiddish,0.01279269104765663
Egyptian Arabic,Danish,0.01279395947180399
Egyptian Arabic,Vietnamese,0.013035531987690295
Egyptian Arabic,Italian,0.013052794889208226
Egyptian Arabic,Swedish,0.01305896698681976
Egyptian Arabic,Polish,0.013103534848817548
Egyptian Arabic,Spanish,0.01338130767662224
Enga,Western Bukidnon Manobo,0.03416791818190096
Enga,Tetum,0.034330104990107135
Enga,Lau,0.034372999698717266
Enga,Bassa,0.034376759688932196
Enga,Arosi,0.034790604509201656
Enga,Afrikaans,0.03493911664834996
Enga,Kwaio,0.03498008724693706
Enga,Fore,0.03534712228879783
Enga,Bafanji,0.035398885286843276
Enga,Temiar,0.03540868067466361
Esan,Bini,0.019877631930766856
Esan,Igbo,0.021678102323198663
Esan,Ewe,0.021684571307296025
Esan,Yoruba,0.02180188432378364
Esan,Thai,0.022324153798586634
Esan,Telugu,0.022466618423407813
Esan,Efik,0.022477974885025436
Esan,Malayalam,0.022500060735714634
Esan,Vietnamese,0.022684746325875547
Esan,Somali,0.02272432092095156
Essex,South Yorkshire English,0.02740070178756321
Essex,Romanian,0.031143698270646877
Essex,Scots,0.03235297494749921
Essex,Old English,0.03246579196264363
Essex,Devon,0.032653240737815316
Essex,Standard Indonesian,0.033302135668014515
Essex,Dutch,0.03337178661871404
Essex,Hausa,0.033424388679239025
Essex,Standard Malay,0.0338782189683129
Essex,Burmese,0.034080395363963165
Estonian,Standard Indonesian,0.009517645520798096
Estonian,Vietnamese,0.01031447586049497
Estonian,Nepali,0.010894602157722026
Estonian,Spanish,0.01132926308445613
Estonian,Mandarin Chinese,0.011768345894540533
Estonian,Japanese,0.012348091457009987
Estonian,Standard Malay,0.01249797674286128
Estonian,Polish,0.012539534697501702
Estonian,Korean,0.01265680179766431
Estonian,German,0.012683082839798389
Ewe,Telugu,0.015401518411326824
Ewe,Nepali,0.01590239845954939
Ewe,Thai,0.01643131614807964
Ewe,Malayalam,0.016548798127675877
Ewe,Vietnamese,0.01674968646893635
Ewe,Spanish,0.016992655546600503
Ewe,Somali,0.017035934738360393
Ewe,Standard Indonesian,0.01727242474464057
Ewe,Estonian,0.0173339581896805
Ewe,Japanese,0.01733818384628328
Fijian,Hausa,0.020374364352143123
Fijian,Iban,0.021427373692788566
Fijian,Yao,0.022519767707243676
Fijian,Standard Malay,0.022546926714150484
Fijian,Mizo,0.022548887539746498
Fijian,Nyanja,0.023174215306004428
Fijian,Rotuman,0.02318006715758599
Fijian,Gedaged,0.023753701530264907
Fijian,Swahili,0.024022327586172832
Fijian,Tetum,0.024033480608948474
Filipino,Vietnamese,0.012692080707199321
Filipino,Mandarin Chinese,0.013060582564645075
Filipino,Standard Indonesian,0.013589715458106005
Filipino,Nepali,0.014043126428079976
Filipino,Estonian,0.014366752974640717
Filipino,Thai,0.01474740725294626
Filipino,Burmese,0.01499291186132113
Filipino,Odia,0.015131728922568546
Filipino,Japanese,0.015186885229431141
Filipino,Tibetan,0.015625072683753943
Finnish,Danish,0.013167442366247626
Finnish,Dutch,0.013247188333837093
Finnish,Swedish,0.013434781295967856
Finnish,Turkish,0.018654758409877036
Finnish,Western Frisian,0.021190721036652725
Finnish,Manx,0.021590302465495557
Finnish,Polish,0.029194218560620856
Finnish,Afrikaans,0.029465901511448723
Finnish,Korean,0.029560956338100575
Finnish,Spanish,0.02972736098177939
Fore,Tsonga,0.025743457430802152
Fore,Ncane-Mungong,0.02632195669727787
Fore,Maranao,0.026386372564224485
Fore,Malayalam,0.026775176746293778
Fore,Waray,0.026855766712594688
Fore,Temiar,0.026890673226686628
Fore,Yoruba,0.026977885156771353
Fore,Turkana,0.027300006722334076
Fore,Kwangali,0.027342788642890765
Fore,Southern Hindko,0.02740988131806263
French,German,0.007812723662883825
French,Polish,0.008165290801180041
French,Spanish,0.00832500964650696
French,Italian,0.008927259078133543
French,Swedish,0.009379725204636142
French,Danish,0.009538653094199025
French,Portuguese,0.00993687080007737
French,Hungarian,0.011047802911861884
French,Mandarin Chinese,0.012067345347884999
French,Vietnamese,0.012346670792402401
Futuna-Aniwa,Dutch,0.05121945244650162
Futuna-Aniwa,Mailu,0.05280525684139895
Futuna-Aniwa,Latin,0.054119069379055806
Futuna-Aniwa,Gela,0.054936864130545236
Futuna-Aniwa,Guarayu,0.05650031583505773
Futuna-Aniwa,Kómnjo,0.06397444725316065
Futuna-Aniwa,Nen,0.06464595502868463
Futuna-Aniwa,Chuukese,0.0649547187529662
Futuna-Aniwa,Casiguran-Nagtipunan Agta,0.0652278166146558
Futuna-Aniwa,Mokilese,0.06529822652414119
Fuyug,Dutch,0.03575948524771341
Fuyug,Swedish,0.036999625081343315
Fuyug,Italian,0.037571637893990685
Fuyug,Standard Indonesian,0.03810857263008835
Fuyug,Yoruba,0.0382382068080073
Fuyug,Sinaugoro,0.03824051740529733
Fuyug,Japanese,0.038257383328048476
Fuyug,Spanish,0.038326711113992495
Fuyug,French,0.03954942918092266
Fuyug,Portuguese,0.03958491026435732
Ga,Iban,0.019925311747015312
Ga,Standard Malay,0.02085803040764658
Ga,Estonian,0.021161460758093487
Ga,Irish,0.021647205029459292
Ga,Kannada,0.022849116351473048
Ga,Tonga,0.022870980645177064
Ga,Tamil,0.02311900460504514
Ga,Hausa,0.023303591906530356
Ga,Swahili,0.023498443241776933
Ga,Central Kurdish,0.023622836483098396
Gaam,Polish,0.02106713730682934
Gaam,Somali,0.02189041028967984
Gaam,Yoruba,0.022665094201152255
Gaam,Standard Indonesian,0.02270017054915075
Gaam,Dutch,0.022931994240238767
Gaam,Hindustani,0.02297917281859104
Gaam,Nepali,0.023100516380791945
Gaam,Thai,0.02322317490599416
Gaam,Telugu,0.023289990029696027
Gaam,Mandarin Chinese,0.02335633663020905
Gade,Iban,0.03640166365615194
Gade,Baram Kayan,0.03690683406441414
Gade,Nyanja,0.03700085834689611
Gade,Comanche,0.03707283498348162
Gade,Sidamo,0.03718085345721138
Gade,West Central Oromo,0.03755952132156902
Gade,Irish,0.03776719786455487
Gade,Wolof,0.037877105882945065
Gade,Hausa,0.03791229748841885
Gade,Pulaar,0.03792973108744746
Galician,Slovenian,0.013694497138994942
Galician,Sicilian,0.014804175124171617
Galician,Western Flemish,0.014850250416231595
Galician,Georgian,0.015363838963416553
Galician,Eastern Armenian,0.015467197672480022
Galician,Eastern Yiddish,0.01551452319334072
Galician,Belarusian,0.015850420788829762
Galician,Western Frisian,0.01642482853250424
Galician,Southern Hindko,0.016426364927122412
Galician,Afrikaans,0.01661685130790745
Gambian Wolof,French,0.026695524920519898
Gambian Wolof,Mandinka,0.02835893242689701
Gambian Wolof,Lao,0.03386939271848669
Gambian Wolof,Yao,0.033885387182967734
Gambian Wolof,Thai,0.03390469193059186
Gambian Wolof,Tahitian,0.0339635486500768
Gambian Wolof,Somali,0.034112509587737164
Gambian Wolof,Tetum,0.03434478803350295
Gambian Wolof,Mandarin Chinese,0.03438782890194393
Gambian Wolof,Standard Indonesian,0.03440715803289757
Ganda,Pulaar,0.018077553252547656
Ganda,Shona,0.019629587710991433
Ganda,Sidamo,0.019749646526477104
Ganda,Iban,0.020049481186536634
Ganda,Tonga,0.020445692302899318
Ganda,Swahili,0.02108854894618229
Ganda,Estonian,0.02131955250592947
Ganda,Central Kurdish,0.02135434544494203
Ganda,Afrikaans,0.02146431238841697
Ganda,Tetum,0.021677625871130146
Garifuna,Karamojong,0.03300581210818789
Garifuna,Bolivar-North Chimborazo Highland Quichua,0.03302543299114995
Garifuna,Lega-Shabunda,0.033149224935197744
Garifuna,Pangasinan,0.03325422968163825
Garifuna,North Alaskan Inupiatun,0.03347916565208056
Garifuna,Tswana,0.03392783908224384
Garifuna,Coastal-Naga Bikol,0.03461021941603521
Garifuna,Kazakh,0.03498328078758092
Garifuna,Halh Mongolian,0.0356969226398205
Garifuna,North Azerbaijani,0.035831091651228844
Gbari,Bini,0.03289218025730591
Gbari,Mandinka,0.033689206367515163
Gbari,Efik,0.03372921375693494
Gbari,Nyankole,0.03380675985226119
Gbari,Western Bukidnon Manobo,0.03390976362137485
Gbari,Shan,0.03398869628908214
Gbari,Mbay,0.03425392509465265
Gbari,Yao,0.03428529505883871
Gbari,Igbo,0.034404930337838494
Gbari,Tetum,0.034431652105390474
Gedaged,Iban,0.022079585783739444
Gedaged,Ga,0.023665537007434217
Gedaged,Fijian,0.023753701530264907
Gedaged,Rotuman,0.024984352780974703
Gedaged,Tetum,0.025154284163285287
Gedaged,Nyanja,0.02563532245958354
Gedaged,Ganda,0.025759232466670723
Gedaged,Hausa,0.026120637710887643
Gedaged,Pulaar,0.026166792314206648
Gedaged,Standard Malay,0.026351038534923633
Geez,Slovak,0.02677333970988278
Geez,Afrikaans,0.026818985192687612
Geez,North Azerbaijani,0.02710263752104109
Geez,Kannada,0.02730927615872091
Geez,Central Kurdish,0.027423057348535767
Geez,Tonga,0.027857262941560726
Geez,Latin,0.02871855591914717
Geez,Old English,0.028854461275324553
Geez,Northwestern Ojibwa,0.028899342977053516
Geez,Halh Mongolian,0.028911850678143322
Gela,Dutch,0.02891554190744193
Gela,Mailu,0.029458561102883724
Gela,Lau,0.03097501488122459
Gela,Arosi,0.031427474690062976
Gela,Casiguran-Nagtipunan Agta,0.031731016346745855
Gela,Latin,0.0332913617211947
Gela,Mara Chin,0.03370747790128107
Gela,Balinese,0.03394687623486535
Gela,Mele-Fila,0.0340753713053349
Gela,Northern Grebo,0.034104151195599675
Georgian,Eastern Armenian,0.009989486879523854
Georgian,Slovenian,0.010869207216319652
Georgian,Eastern Yiddish,0.012169141893810043
Georgian,Hungarian,0.012791510937123603
Georgian,Polish,0.012842048623289679
Georgian,Sicilian,0.013132504621591363
Georgian,Danish,0.013212994762521612
Georgian,Ukrainian,0.013229740332031815
Georgian,Afrikaans,0.01330551275364601
Georgian,Lithuanian,0.013527310672378761
German,Polish,0.00710403234453251
German,French,0.007812723662883825
German,Danish,0.008769916015496428
German,Italian,0.008917579979760844
German,Afrikaans,0.009243772065982571
German,Portuguese,0.009277088184068428
German,Swedish,0.009462907433602638
German,Hungarian,0.009733453480123298
German,Spanish,0.009901551404333773
German,Vietnamese,0.010398489379564935
Gikyode,Swedish,0.02934825540850405
Gikyode,Dutch,0.04125108658661982
Gikyode,French,0.04461516126971222
Gikyode,German,0.04569200060453774
Gikyode,Czech,0.0458944502988343
Gikyode,Anufo,0.046308957828336154
Gikyode,Standard Indonesian,0.04699413271993861
Gikyode,Danish,0.04774353329399479
Gikyode,Spanish,0.048002086265454484
Gikyode,Mungaka,0.04810379989429959
Gilbertese,Chuukese,0.036987511017618095
Gilbertese,Pohnpeian,0.03786022932608094
Gilbertese,Lau,0.037938261539132004
Gilbertese,Tahitian,0.03847761536165785
Gilbertese,Biatah Bidayuh,0.0391014619644928
Gilbertese,Samoan,0.0392213188979156
Gilbertese,Roviana,0.03959396090052342
Gilbertese,Rotuman,0.03964820390668539
Gilbertese,Arosi,0.03977048958968721
Gilbertese,Mota,0.040188000322740704
Gilit Mesopotamian Arabic,Levantine Arabic,0.009793324983127738
Gilit Mesopotamian Arabic,Spanish,0.019950070670952842
Gilit Mesopotamian Arabic,Japanese,0.020120125058214235
Gilit Mesopotamian Arabic,Romanian,0.020858122579187875
Gilit Mesopotamian Arabic,Swedish,0.02175327990891245
Gilit Mesopotamian Arabic,Turkmen,0.021990638785290725
Gilit Mesopotamian Arabic,Tok Pisin,0.022099038186811852
Gilit Mesopotamian Arabic,Standard Indonesian,0.022974478916838445
Gilit Mesopotamian Arabic,Polish,0.023319938876759295
Gilit Mesopotamian Arabic,Pedi,0.02335538578666641
Giryama,Tetum,0.032876110621232565
Giryama,Tulu,0.03574828282397473
Giryama,Scots,0.03609472465041567
Giryama,Ao Naga,0.03665288466240674
Giryama,Estonian,0.03684566580124442
Giryama,Western Neo-Aramaic,0.03915649543662836
Giryama,Afrikaans,0.03928431057084316
Giryama,Havasupai-Walapai-Yavapai,0.03994676786924284
Giryama,Sie,0.04034881254582129
Giryama,To'abaita,0.041509596559189614
Goan Konkani,Dutch,0.01895310419008646
Goan Konkani,Old English,0.021497531414250072
Goan Konkani,Swahili,0.021720132361313187
Goan Konkani,Afrikaans,0.021959282833765234
Goan Konkani,Central Kurdish,0.021980511980593552
Goan Konkani,Ganda,0.02202344450475516
Goan Konkani,Halh Mongolian,0.022254300768401777
Goan Konkani,Russian,0.02229107831768583
Goan Konkani,Nez Perce,0.022293562532734016
Goan Konkani,Portuguese,0.022723628551342138
Goemai,Zuni,0.049085656068441466
Goemai,Estonian,0.05313978018938969
Goemai,Serbian-Croatian-Bosnian,0.05565251487694267
Goemai,Tetum,0.05916313063079307
Goemai,Tulu,0.05931858037583073
Goemai,Afrikaans,0.060145653061372886
Goemai,To'abaita,0.06108074221142888
Goemai,Palauan,0.06222699080910706
Goemai,Western Frisian,0.06226902343552452
Goemai,Northern Tosk Albanian,0.06241469706667641
Grass Koiari,Tok Pisin,0.02857817749275061
Grass Koiari,Yankunytjatjara,0.028953924685641272
Grass Koiari,Marra,0.029365274230912265
Grass Koiari,Kumbainggar,0.0294770011032142
Grass Koiari,Mbay,0.02967162098828948
Grass Koiari,French,0.03012857928218465
Grass Koiari,Alabama,0.03052865721570486
Grass Koiari,Muna,0.030665490195687258
Grass Koiari,Mandinka,0.03069808567657043
Grass Koiari,Cheke Holo,0.03070972828435867
Guarayu,Dutch,0.03583617903777071
Guarayu,Latin,0.03999490570693564
Guarayu,Gela,0.04734589229470375
Guarayu,Nen,0.04769572516848923
Guarayu,Mailu,0.05213967062941497
Guarayu,Kómnjo,0.05391482671323958
Guarayu,Futuna-Aniwa,0.05650031583505773
Guarayu,Iquito,0.05783111335229286
Guarayu,Northern Grebo,0.05783924628586986
Guarayu,Casiguran-Nagtipunan Agta,0.05992658848984705
Gujarati,Odia,0.008587010915042612
Gujarati,Manipuri,0.009017495608503954
Gujarati,Bodo-Mech,0.009784101970021537
Gujarati,Urdu,0.010311548017376658
Gujarati,Assamese,0.010365916407650172
Gujarati,Hindustani,0.011266352056241161
Gujarati,Bengali,0.011340624985604949
Gujarati,Malayalam,0.01149389971919443
Gujarati,Western Farsi,0.011782176536100742
Gujarati,Eastern Armenian,0.01224498820695535
Gulf Arabic,Sanaani Arabic,0.008171220112057228
Gulf Arabic,Mandarin Chinese,0.020509931030391497
Gulf Arabic,Standard Indonesian,0.020989983893493817
Gulf Arabic,Japanese,0.021073085503324106
Gulf Arabic,Nepali,0.02166065526216899
Gulf Arabic,Levantine Arabic,0.021771503655872573
Gulf Arabic,Spanish,0.021791357073681974
Gulf Arabic,Korean,0.022069126727185102
Gulf Arabic,Burmese,0.022095771948247876
Gulf Arabic,Estonian,0.02219778507107502
Gungu,Nyole,0.017622897642970044
Gungu,Gwere,0.021721020858069814
Gungu,Standard Indonesian,0.025295614983393427
Gungu,Standard Malay,0.02924434750320991
Gungu,Mandarin Chinese,0.029463713914147118
Gungu,French,0.029693175347809197
Gungu,Yao,0.030354165998790646
Gungu,Agusan Manobo,0.03091247634301759
Gungu,Luo,0.030929206349382028
Gungu,Eastern Panjabi,0.031034124462802595
Gwere,Nyole,0.01928926770246298
Gwere,Gungu,0.021721020858069814
Gwere,Standard Indonesian,0.02696429354095642
Gwere,Talinga-Bwisi,0.02811055023669675
Gwere,Agusan Manobo,0.028978528653448497
Gwere,Standard Malay,0.02903243735195155
Gwere,Welsh,0.02983122817444983
Gwere,Eastern Panjabi,0.03165200030129181
Gwere,North Azerbaijani,0.031977559350030514
Gwere,Halh Mongolian,0.032166902515503165
Ha,Swedish,0.026702005229453155
Ha,Tsonga,0.027302173720316483
Ha,Karamojong,0.027420976747725416
Ha,Sadri,0.02818613626058046
Ha,Zigula-Mushungulu,0.02894217197813179
Ha,Dutch,0.028983920869675092
Ha,Italian,0.029379267534494442
Ha,East-Central Tangkhul Naga,0.029681517861068683
Ha,Kwangali,0.029738881391804223
Ha,Portuguese,0.029769107561370092
Haisla,French,0.04181316736001711
Haisla,Heiltsuk-Oowekyala,0.04442466098110793
Haisla,Afrikaans,0.04485929220755358
Haisla,Latin,0.045124643390520955
Haisla,Tagalog,0.04534683733032993
Haisla,Portuguese,0.045540237776633755
Haisla,Dutch,0.04576016656603503
Haisla,Tok Pisin,0.04632417528662542
Haisla,Estonian,0.046382118046927205
Haisla,German,0.04641805228877088
Haitian,Danish,0.016483361105533795
Haitian,Polish,0.017061905888267358
Haitian,Swedish,0.017079492048659273
Haitian,Eastern Yiddish,0.017135052579677717
Haitian,Spanish,0.01716084171964662
Haitian,Italian,0.017182142090095283
Haitian,Afrikaans,0.017687450557657323
Haitian,Slovenian,0.01801410011588676
Haitian,Vietnamese,0.01804073615415952
Haitian,Czech,0.018314500845384423
Hakka Chinese,Yue Chinese,0.01333596608504483
Hakka Chinese,Mandarin Chinese,0.01532063031960172
Hakka Chinese,Min Nan Chinese,0.015477783029925096
Hakka Chinese,Min Dong Chinese,0.01662964604396307
Hakka Chinese,Vietnamese,0.017574127698338864
Hakka Chinese,Swedish,0.017912682159916572
Hakka Chinese,Telugu,0.018332546798601457
Hakka Chinese,Malayalam,0.018509985719071552
Hakka Chinese,Odia,0.01863209986930848
Hakka Chinese,Hindustani,0.01868060038289018
Halh Mongolian,North Azerbaijani,0.014159532621836788
Halh Mongolian,Russian,0.016230803804939062
Halh Mongolian,Central Kurdish,0.016575847670831156
Halh Mongolian,Eastern Panjabi,0.01658694333813947
Halh Mongolian,Kazakh,0.01687296801762441
Halh Mongolian,Slovak,0.016925195917335243
Halh Mongolian,Standard Arabic,0.017230889639805628
Halh Mongolian,Old English,0.017252571881051133
Halh Mongolian,Urdu,0.017341790443803774
Halh Mongolian,Dutch,0.01783373610612717
Hausa,Standard Malay,0.01740354222361228
Hausa,Swahili,0.018119754384910335
Hausa,Mizo,0.018344419551224563
Hausa,Western Panjabi,0.01849664735729576
Hausa,Central Kurdish,0.018583702761054234
Hausa,Yao,0.01871141853853254
Hausa,Eastern Panjabi,0.01871345885232314
Hausa,Irish,0.01941395099581988
Hausa,Old English,0.019470128554108034
Hausa,Estonian,0.019812427870901157
Havasupai-Walapai-Yavapai,Estonian,0.029899986742354646
Havasupai-Walapai-Yavapai,Tetum,0.031647101209681526
Havasupai-Walapai-Yavapai,Afrikaans,0.03327904443900683
Havasupai-Walapai-Yavapai,Scots,0.03409059323303808
Havasupai-Walapai-Yavapai,Ao Naga,0.03505419885808014
Havasupai-Walapai-Yavapai,Tulu,0.03593700545173665
Havasupai-Walapai-Yavapai,Western Frisian,0.038269486190949366
Havasupai-Walapai-Yavapai,Giryama,0.03994676786924284
Havasupai-Walapai-Yavapai,Sie,0.040667509509328445
Havasupai-Walapai-Yavapai,Jingulu,0.04249823888821431
Hawaiian,Irish,0.018525590172840514
Hawaiian,Rotuman,0.020700688572885647
Hawaiian,Standard Malay,0.021561626997015193
Hawaiian,Tahitian,0.021736639919902635
Hawaiian,Old English,0.02242062679520738
Hawaiian,Eastern Panjabi,0.022491578007084054
Hawaiian,Central Khmer,0.022616308573294806
Hawaiian,Dutch,0.022914808659127355
Hawaiian,Chuukese,0.022982976982783825
Hawaiian,Swahili,0.023208528515803867
Heiltsuk-Oowekyala,Dutch,0.0347083728674343
Heiltsuk-Oowekyala,Tagalog,0.03550430771800204
Heiltsuk-Oowekyala,Estonian,0.035591730397732065
Heiltsuk-Oowekyala,Standard Indonesian,0.03561021161231254
Heiltsuk-Oowekyala,Standard Malay,0.035878098966237594
Heiltsuk-Oowekyala,Mandarin Chinese,0.03610315984854254
Heiltsuk-Oowekyala,Tok Pisin,0.03615732448706742
Heiltsuk-Oowekyala,Kinshasa Lingala,0.03645686813476716
Heiltsuk-Oowekyala,Iban,0.03653660014698151
Heiltsuk-Oowekyala,Yao,0.03673320320633564
Herero,Irish,0.017644933936834375
Herero,Kuanyama,0.023756184172549932
Herero,Polish,0.023762589591353085
Herero,French,0.024048033159289713
Herero,Swedish,0.02587380664520104
Herero,Old Norse,0.028203110950013544
Herero,Czech,0.028802962172989794
Herero,Scottish Gaelic,0.028811438046823297
Herero,Icelandic,0.03527921530330135
Herero,Ibibio,0.03584098819068022
Hidatsa,Old English,0.02932754107033248
Hidatsa,Tagalog,0.029727491810920503
Hidatsa,Yoruba,0.029736094378172092
Hidatsa,Standard Indonesian,0.030114656511670345
Hidatsa,Latin,0.030664027197501536
Hidatsa,Nyanja,0.03069967655198383
Hidatsa,Scots,0.030814394631640964
Hidatsa,Portuguese,0.031667584150849644
Hidatsa,Fijian,0.03167503495771121
Hidatsa,Kinshasa Lingala,0.03230319923037044
Hiligaynon,Danish,0.018797707177593503
Hiligaynon,Vietnamese,0.018909339118464794
Hiligaynon,German,0.019835896687874815
Hiligaynon,French,0.019997021012758586
Hiligaynon,Mandarin Chinese,0.020655156622843084
Hiligaynon,Tagalog,0.023033129712528036
Hiligaynon,Standard Malay,0.027315239286323883
