word,predictor,coefficient,p_val,warnings_m1,warnings_m2
fog,avgmonth_tmp,-0.2195210003599992,2.3138655361863e-7,,
mess,avgmonth_tmp,-0.21924353719950287,4.2220737795145395e-4,,
reserve,avgmonth_tmp,-0.21881091891995588,3.0959710530985285e-4,,
broth,avgmonth_tmp,-0.218681623805676,2.538190395404707e-4,,
plug,avgmonth_tmp,-0.21768341613585485,1.3501418159243868e-4,,
calendar,avgmonth_tmp,-0.21767157826273223,0.0036030772284950515,,
sketch,avgmonth_tmp,-0.21753577827335452,0.0014118901594356215,,
rush,avgmonth_tmp,-0.21640467923278345,2.7154994186444615e-6,,
research,avgmonth_tmp,-0.21548279776183887,2.17249042220277e-4,,
church,avgmonth_tmp,-0.21527294528401034,4.948837628737726e-4,,
interpreter,avgmonth_tmp,-0.2146447446682309,1.2504062318285167e-5,,
mountain,avgmonth_tmp,-0.21436305733527844,1.0090612414114627e-5,,
cream,avgmonth_tmp,-0.21306693718583877,5.753722920540595e-4,,
host,avgmonth_tmp,-0.21296616418868602,9.31719030603681e-5,,
holiday,avgmonth_tmp,-0.21275490480606968,0.002732128107607195,,
cap,avgmonth_tmp,-0.21266370766037038,5.198317855829345e-7,,
plow,avgmonth_tmp,-0.21241528940171653,6.741110365218319e-4,,
secretary,avgmonth_tmp,-0.21208224876271262,0.0025386557304107604,,
harbor,avgmonth_tmp,-0.21186388110669838,0.004347176053914824,,
carcass,avgmonth_tmp,-0.21147030611415035,9.581775063237179e-4,,
fox,avgmonth_tmp,-0.21030574120432496,2.8660231254046693e-4,,
potato,avgmonth_tmp,-0.20991021932684328,9.610860745732965e-4,,
text,avgmonth_tmp,-0.2098859098868207,0.009141165911321724,,
hack,avgmonth_tmp,-0.20986486111797584,5.23604121831293e-4,,
survey,avgmonth_tmp,-0.2088630350819384,1.0184277778718811e-4,,
fort,avgmonth_tmp,-0.2087713458568269,0.0076758733268666975,,
example,avgmonth_tmp,-0.20738848947245114,0.014853323184398338,,
education,avgmonth_tmp,-0.2067552485795663,0.0014551268602997227,,
university,avgmonth_tmp,-0.2066534655679921,6.540634477076858e-4,,
drawer,avgmonth_tmp,-0.2064053761070775,0.0023040699653019635,,
seam,avgmonth_tmp,-0.20623696973240413,8.304234940038605e-5,,
table,avgmonth_tmp,-0.20607415354229708,2.2869352781738407e-6,,
suspect,avgmonth_tmp,-0.20579605719648936,2.0006967958959414e-4,,
bullet,avgmonth_tmp,-0.20565200251611668,6.903974161573233e-5,,
porridge,avgmonth_tmp,-0.20444478412058023,0.040167778685914285,,
beef,avgmonth_tmp,-0.20299419741555397,2.4232663283268576e-4,,
nonsense,avgmonth_tmp,-0.2026746485539388,8.800291716709056e-4,,
print,avgmonth_tmp,-0.20190043816757527,6.864768747488523e-5,,
scrap,avgmonth_tmp,-0.20020267720925353,0.0010102754227483684,,
farmer,avgmonth_tmp,-0.2001960364942816,0.003634102803595919,,
braid,avgmonth_tmp,-0.19939643914268235,6.053702434169055e-4,,
heating,avgmonth_tmp,-0.19935952499675424,5.61576894701979e-4,,
hall,avgmonth_tmp,-0.19902620770530996,0.004199833538364431,,
glue,avgmonth_tmp,-0.19892329471360776,2.436591469030335e-5,,
clock,avgmonth_tmp,-0.19839658021304557,2.524312807941378e-4,,
candle,avgmonth_tmp,-0.19795859521169917,5.517248096307606e-4,,
gas,avgmonth_tmp,-0.19768362836349063,0.006571675593695585,,
clot,avgmonth_tmp,-0.19755677006001413,0.0013185652641535563,,
craft,avgmonth_tmp,-0.19741503437383995,0.0011533265325099397,,
list,avgmonth_tmp,-0.19738608328140106,2.3272873078520616e-4,,
document,avgmonth_tmp,-0.19705878928964382,0.00765810587671283,,
flutter,avgmonth_tmp,-0.19698133989317146,8.813320879725187e-4,,
plague,avgmonth_tmp,-0.19631235810852862,0.0012152027649917085,,
mare,avgmonth_tmp,-0.19607071942771334,0.02190603106605599,,
clam,avgmonth_tmp,-0.19595773432900865,0.09090253319001744,,
majority,avgmonth_tmp,-0.19592009407435942,1.2623755432108647e-4,,
hurry,avgmonth_tmp,-0.19580073161216327,3.2350056247273785e-8,,
despair,avgmonth_tmp,-0.1956020028360255,9.220050865296758e-4,,
brood,avgmonth_tmp,-0.19427299459709632,0.003078730853182779,,
board,avgmonth_tmp,-0.1939484725513932,4.616960281227676e-5,,
gossip,avgmonth_tmp,-0.1931007233891867,1.0078599103355602e-4,,
sucker,avgmonth_tmp,-0.1929120434305198,0.013377795398664375,,
scalp,avgmonth_tmp,-0.1924308235538196,0.007056915991562078,,
transport,avgmonth_tmp,-0.19226423709091192,0.0028534833538468737,,
stitch,avgmonth_tmp,-0.19222947714195107,2.4260029680122483e-4,,
track,avgmonth_tmp,-0.19217131413822752,2.5363177565002287e-5,,
crash,avgmonth_tmp,-0.1911746382405387,0.0014369867148796391,,
rumble,avgmonth_tmp,-0.1911414038697174,0.0046666044667369785,,
stuff,avgmonth_tmp,-0.19088876535861574,3.8309528935479965e-5,,
pant,avgmonth_tmp,-0.19088612373394828,7.439145343316374e-5,,
organization,avgmonth_tmp,-0.1907219050406973,0.017922142787124472,,
bread,avgmonth_tmp,-0.18974670946638933,1.7087118851608975e-5,,
rate,avgmonth_tmp,-0.18904469814143657,0.007781093551020767,,
tub,avgmonth_tmp,-0.18885046147434245,0.0034777911833390866,,
pocket,avgmonth_tmp,-0.18847961631823298,4.07716687801984e-5,,
nap,avgmonth_tmp,-0.18801311314541586,0.011967995619210773,,
birthday,avgmonth_tmp,-0.18787567542745265,6.486020394602623e-5,,
cent,avgmonth_tmp,-0.18706942622176032,0.01092688736494308,,
decline,avgmonth_tmp,-0.18684577311853534,0.002825958205327986,,
appeal,avgmonth_tmp,-0.18639354333918517,0.004698774944849547,,
bus,avgmonth_tmp,-0.1862632617450755,0.02986187008902873,,
crumb,avgmonth_tmp,-0.18612232714955135,0.001538629553530947,,
pork,avgmonth_tmp,-0.1853672914074787,0.029141275202688426,,
rebel,avgmonth_tmp,-0.184968999484544,0.010227567233867274,,
punch,avgmonth_tmp,-0.18475715385770403,0.0024795831888475817,,
swimming,avgmonth_tmp,-0.1846748221966836,2.693477691082649e-5,,
trace,avgmonth_tmp,-0.18450444987983267,8.921292560724067e-5,,
training,avgmonth_tmp,-0.1842274995088445,0.008389533699402891,,
fund,avgmonth_tmp,-0.18389723579773606,0.017713879977558872,,
provision,avgmonth_tmp,-0.18362315918321387,9.050860571152117e-4,,
crust,avgmonth_tmp,-0.18351814493388013,4.677538737626162e-4,,
manure,avgmonth_tmp,-0.18351024920450787,0.0016601272374039226,,
tug,avgmonth_tmp,-0.18329023361934546,0.006666751445287331,,
baking,avgmonth_tmp,-0.1831672284363621,0.00937128855613457,,
defense,avgmonth_tmp,-0.182986472979089,0.002327495228541844,,
hearth,avgmonth_tmp,-0.18292654680657852,0.019703568838986513,,
shoe,avgmonth_tmp,-0.18291998162630452,1.2450697941734266e-5,,
biscuit,avgmonth_tmp,-0.18165779438785878,0.001449747086325896,,
volume,avgmonth_tmp,-0.18152711815812664,1.8875718931103834e-4,,
contribution,avgmonth_tmp,-0.1814782280703574,4.291223749541607e-4,,
sparkle,avgmonth_tmp,-0.1811239951425459,0.003916927913252754,,
reader,avgmonth_tmp,-0.18086627358159224,8.845990723389024e-4,,
knob,avgmonth_tmp,-0.18081187839234053,0.0012075511118298274,,
range,avgmonth_tmp,-0.1804312659108703,5.171614017523337e-4,,
bos,avgmonth_tmp,-0.18028193421375596,0.009555784204743395,,
situation,avgmonth_tmp,-0.17974337759186704,4.324469169581895e-4,,
ham,avgmonth_tmp,-0.17973338266460354,0.035195611227874304,,
travel,avgmonth_tmp,-0.17947748904932376,1.1871836981398646e-6,,
blanket,avgmonth_tmp,-0.17839557222564403,0.0026206907662087394,,
barrier,avgmonth_tmp,-0.17823930067392135,0.03125920009338717,,
pronunciation,avgmonth_tmp,-0.1781161291280149,7.811541589452981e-5,,
feature,avgmonth_tmp,-0.17799798554931529,2.101569184766091e-4,,
handkerchief,avgmonth_tmp,-0.17798939068242606,1.3600214831126518e-4,,
nun,avgmonth_tmp,-0.17797359900574375,0.01800335372061423,,
dough,avgmonth_tmp,-0.1774997072755341,0.0031832885162619722,,
writer,avgmonth_tmp,-0.17734210172520945,0.004150778776219431,,
reprimand,avgmonth_tmp,-0.17675376830126754,0.006809119978466477,,
route,avgmonth_tmp,-0.17671867940516825,2.1000846371461155e-4,,
development,avgmonth_tmp,-0.17609850282298667,4.201946834401605e-4,,
counter,avgmonth_tmp,-0.17543091330104377,0.007610233016458859,,
temperature,avgmonth_tmp,-0.17530081543875425,0.0015736138053649865,,
ton,avgmonth_tmp,-0.17450357428038557,0.051580934969328196,,
clerk,avgmonth_tmp,-0.17434659476408915,0.0042922429601357295,,
objective,avgmonth_tmp,-0.1738027217565453,0.02061354597571909,,
spill,avgmonth_tmp,-0.17351241920037308,5.521170205772475e-4,,
den,avgmonth_tmp,-0.17115106377411698,0.028781412458456904,,
puff,avgmonth_tmp,-0.1703354376584912,8.061469710154527e-4,,
sparrow,avgmonth_tmp,-0.17030458187815187,0.0034027439589518673,,
sample,avgmonth_tmp,-0.1701353895654058,0.005180196860270665,,
shepherd,avgmonth_tmp,-0.1699974313741202,0.003655554694652431,,
remark,avgmonth_tmp,-0.1698969172554372,0.006541492563610179,,
score,avgmonth_tmp,-0.16983722379147717,0.014182930578955625,,
view,avgmonth_tmp,-0.16884841221443295,1.5979921388081076e-4,,
torment,avgmonth_tmp,-0.16862382369668552,0.01938744524511338,,
flight,avgmonth_tmp,-0.16783325511068417,4.252530179141127e-4,,
competition,avgmonth_tmp,-0.16719281266574781,0.010126482813646955,,
drill,avgmonth_tmp,-0.16693934720470455,6.67612049692497e-4,,
map,avgmonth_tmp,-0.16679221722198562,0.00558545805936656,,
distribution,avgmonth_tmp,-0.16672243623552635,0.005176731146246811,,
model,avgmonth_tmp,-0.16665885648221962,0.010302914291828873,,
dialect,avgmonth_tmp,-0.16634079366756793,0.02899437440608175,,
chill,avgmonth_tmp,-0.1661516849965773,0.002839229706175253,,
speed,avgmonth_tmp,-0.16603708788539692,3.839029650639385e-4,,
column,avgmonth_tmp,-0.16580551562251714,0.0024909608756684496,,
hail,avgmonth_tmp,-0.16569104565595708,7.154109338621067e-5,,
eagle,avgmonth_tmp,-0.1655956135540955,6.164892879709493e-4,,
apple,avgmonth_tmp,-0.16466894086465314,9.799713165509709e-5,,
definition,avgmonth_tmp,-0.16451637150139747,3.477063073898688e-4,,
file,avgmonth_tmp,-0.16422899966454238,7.446781958087053e-5,,
pin,avgmonth_tmp,-0.1639985585231838,0.0013311267579847758,,
rail,avgmonth_tmp,-0.16361876965630448,0.006979965412233506,,
formation,avgmonth_tmp,-0.16336080282965235,0.001515150586162041,,
bump,avgmonth_tmp,-0.1633143446293511,0.009838542484380201,,
struggle,avgmonth_tmp,-0.16320720134266442,0.0012004158186648584,,
limp,avgmonth_tmp,-0.16320135666772143,3.7185514439446837e-4,,
student,avgmonth_tmp,-0.1630790693282013,0.006447247894030233,,
history,avgmonth_tmp,-0.16278529626742502,0.0015663660900407752,,
saddle,avgmonth_tmp,-0.16277205612097062,0.00918232003742042,,
tangle,avgmonth_tmp,-0.1626577280678601,0.013166471098735245,,
project,avgmonth_tmp,-0.16258592440677463,7.988026463443236e-5,,
estimate,avgmonth_tmp,-0.1622542247160758,0.022438272114733388,,
comment,avgmonth_tmp,-0.16224066570861145,0.004971193839466086,,
proof,avgmonth_tmp,-0.16183218599562244,0.006235679072472073,,
pace,avgmonth_tmp,-0.16127451505206683,0.0031158005663777005,,
stride,avgmonth_tmp,-0.1612586302480888,0.012884927898836098,,
chop,avgmonth_tmp,-0.16111015022979316,0.001270620074803377,,
printing,avgmonth_tmp,-0.16109762564684216,0.016695016404087732,,
dragon,avgmonth_tmp,-0.16099565621096654,0.03827235049993757,,
mask,avgmonth_tmp,-0.16075143415195045,0.03443245549288175,,
butcher,avgmonth_tmp,-0.16064457620990638,9.85351242544581e-4,,
worker,avgmonth_tmp,-0.16046195204870173,0.0015851677681155882,,
dash,avgmonth_tmp,-0.16044645100045202,0.011818250718325587,,
fuel,avgmonth_tmp,-0.16042203095994564,0.00778768210077146,,
data,avgmonth_tmp,-0.16037853456411827,0.016665362023724924,,
splash,avgmonth_tmp,-0.16035628215398628,0.005401882346046105,,
march,avgmonth_tmp,-0.16001387752788981,5.918997473461245e-5,,
trigger,avgmonth_tmp,-0.1599948876479518,0.023342081396468217,,
choice,avgmonth_tmp,-0.15964798775369715,1.1942494575064939e-4,,
waterfall,avgmonth_tmp,-0.15959372086514859,0.00405095947078293,,
horse,avgmonth_tmp,-0.15952730444455998,0.004757386734235163,,
job,avgmonth_tmp,-0.15913943371086695,0.017523543471809833,,
brow,avgmonth_tmp,-0.1591156984923385,0.003656957416694066,,
store,avgmonth_tmp,-0.15874600467107924,5.566113601288974e-9,,
conscience,avgmonth_tmp,-0.15863316495636945,0.017648198635226563,,
deck,avgmonth_tmp,-0.15855478510649723,0.036843376556565575,,
motor,avgmonth_tmp,-0.15847786209765688,1,,
film,avgmonth_tmp,-0.158419924423726,0.05202684229981638,,
talk,avgmonth_tmp,-0.15755143843802208,0.013645969397705491,,
jug,avgmonth_tmp,-0.15735169406519212,0.011656652985192893,,
puppy,avgmonth_tmp,-0.15727955952038797,0.016659674390626066,,
paw,avgmonth_tmp,-0.15675083225163747,0.003999509937073216,,
idiot,avgmonth_tmp,-0.15649710246586343,0.021252972681609812,,
bracket,avgmonth_tmp,-0.15629784217736983,0.003308240164300196,,
bargain,avgmonth_tmp,-0.1562326828906713,0.025097581595698144,,
clothing,avgmonth_tmp,-0.15597561819156763,0.002148508154531925,,
literature,avgmonth_tmp,-0.15568537247196693,0.04720688788771947,,
policeman,avgmonth_tmp,-0.1556088400898983,0.018252624224279403,,
rock,avgmonth_tmp,-0.155453355611499,2.2476100185876607e-4,,
whisper,avgmonth_tmp,-0.15481566386569287,3.7716781417262e-4,,
selection,avgmonth_tmp,-0.15428383680920882,0.0018707992490432255,,
linguistics,avgmonth_tmp,-0.1540051328444997,0.14970689366163914,,
ore,avgmonth_tmp,-0.15299188006705963,0.1351196451665527,,
niece,avgmonth_tmp,-0.15295633318671745,0.005379751629687081,,
tape,avgmonth_tmp,-0.15291157623997007,0.006839071055661624,,
smack,avgmonth_tmp,-0.1524152897393278,0.04857537524786681,,
hat,avgmonth_tmp,-0.1523081640225818,3.9453087207185465e-4,,
porch,avgmonth_tmp,-0.15213676565240505,0.02204008061920933,,
pump,avgmonth_tmp,-0.15160906149501974,0.016944337450419848,,
stair,avgmonth_tmp,-0.15134233264105657,0.004226566417215446,,
lack,avgmonth_tmp,-0.15104211520823177,6.204583491181314e-4,,
summit,avgmonth_tmp,-0.15031575794263402,0.007876403842215308,,
coast,avgmonth_tmp,-0.15017324902145843,0.03757190389520176,,
shelf,avgmonth_tmp,-0.14970728853969897,0.0020543700634078382,,
shirt,avgmonth_tmp,-0.14947910924897634,0.00888604830561505,,
van,avgmonth_tmp,-0.14938197253591604,0.11967405937764627,,
maid,avgmonth_tmp,-0.1490446003902856,0.021784044192382435,,
stew,avgmonth_tmp,-0.14898869093047562,0.03684817548510483,,
rape,avgmonth_tmp,-0.14885057597781517,0.020872441064845898,,
machine,avgmonth_tmp,-0.1488009514904853,0.012272906023767767,,
report,avgmonth_tmp,-0.14878930602205126,5.122026929911255e-4,,
copy,avgmonth_tmp,-0.14869210924798323,0.0018449403820628236,,
debate,avgmonth_tmp,-0.14851594719366615,0.03302647164355287,,
ale,avgmonth_tmp,-0.14840303383629005,0.25486657903052157,,
tow,avgmonth_tmp,-0.1482915799778368,0.037500861800284835,,
disaster,avgmonth_tmp,-0.1478973378033564,0.016388137128378482,,
painting,avgmonth_tmp,-0.14775698717976138,0.03170389938583166,,
pie,avgmonth_tmp,-0.14771172599033752,0.08898202212087478,,
vocabulary,avgmonth_tmp,-0.14767681347810646,0.01406080777070561,,
hammer,avgmonth_tmp,-0.14765724389022641,3.9817898689388045e-5,,
damage,avgmonth_tmp,-0.1475579109540746,0.0016727821988589962,,
peak,avgmonth_tmp,-0.147399955207584,4.2664851476339365e-4,,
bandage,avgmonth_tmp,-0.14686768200298725,2.275525713802907e-4,,
sequence,avgmonth_tmp,-0.14639381039421026,0.009908137805301734,,
hemp,avgmonth_tmp,-0.14600964029989535,0.060341336405593825,,
jet,avgmonth_tmp,-0.14597369209727745,0.028648976279309655,,
curl,avgmonth_tmp,-0.14565653203164625,7.466834420891995e-4,,
publication,avgmonth_tmp,-0.14543876165005293,0.009606901665379796,,
errand,avgmonth_tmp,-0.14494628452719743,0.038794133103951425,,
dent,avgmonth_tmp,-0.14490559643183026,0.011135478004028941,,
landing,avgmonth_tmp,-0.1448984373541401,0.029888413336307297,,
