id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,volume,newlangname,newlangnamelink,delete,subclass,review_flag,review_note,sjd,tk
mdp.39015022916004,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.2,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,Yiddish,east2295,NA,mdp.39015022916012,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015022913514,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.3,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,Yiddish,east2295,NA,mdp.39015022916012,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015022915899,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.4,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,Yiddish,east2295,NA,mdp.39015022916012,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015034397250,1993,Gunasena English-Sinhalese concise dictionary = Guṇasēna Iṅgrīsi-Siṃhala saṅkṣipta śabda koṣaya / compiled by Sirisena Maitipe.,NA,"M.D. Gunasena & Co., 1993,c1950.",Siri,siri1278,Sinhalese,sinh1246,NA,NA,Sinhala,https://glottolog.org/resource/reference/id/152805,NA,english-x,NA,NA,1,NA
uc1.31822034878488,2001,"Gurando konsaisu Ei-Wa jiten = Grand concise English-Japanese dictionary / Sanseidō henshūjo hen,グランドコンサイス英和辞典 = Grand concise English-Japanese dictionary / 三省堂編修所編",NA,"Sanseidō, 2001, 三省堂, 2001",Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
mdp.39015065376363,1944,Gurkhali to English dictionary.,NA,Jugal Kisbore [1944],Gur,gura1261,Gurkhali,nepa1254,NA,NA,Nepali,https://glottolog.org/resource/reference/id/147991,NA,x-english (and english-x),NA,NA,1,NA
uva.x000982174,1941,Gyldendal's English-Norwegian and Norwegian-English dictionary ...,V.1,B. Blackwell [1941],Norwegian,norw1258,Norwegian,norw1258,uva.x000982174,uva.x000982174,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x000982161,1941,Gyldendal's English-Norwegian and Norwegian-English dictionary ...,V.2,B. Blackwell [1941],Norwegian,norw1258,Norwegian,norw1258,uva.x000982174,uva.x000982174,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015024370010,1977,Hamdard English to Sindhi dictionary : with pronunciation in Sindhi / by Ammanullah Kahn Abbasi and Mohd. Farid Abbasi ; edited by Shamsuddin Abbasi and Abdul Hameed Umar Memon.,NA,"Memon Book Store : stockist, Muslim Book Depot, 1977.",Sindhi,sind1272,Sindhi,sind1272,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015053172832,1996,Hamel's bilingual dictionary of Mexican Spanish = Diccionario bilingüe Hamel de mexicanismos / Bernard H. Hamel.,NA,"Bilingual Book Press, c1996.",Mexican Spanish,mexi1248,Mexican Spanish,mexi1248,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
inu.30000026197081,9999,Hamid Muudee's Oromo dictionary : English-Oromo / Mahdi Hamid Muudee (Abbaa Bariisaa).,v.1,"Sagalee Oromoo Pub. Co., c1995-",Orom,orom1239,Oromo,west2721,NA,NA,West Central Oromo,https://glottolog.org/resource/reference/id/126858,NA,english-x,NA,check the ref,1,1
inu.39000001260087,1984,Haïm's one-volume Persian-English dictionary / S. Haim.,NA,"Farhang Moaser, 1984.",Hai:Hai (Tanzania),haii1241:haii1242,Persian,west2369,inu.39000001260087,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
inu.39000002839145,1976,Handige woordeboek : Afrikaans-Engels = Handy dictionary : English-Afrikaans / M. S. B. Kritzinger.,NA,"J. L. van Schaik, 1976.",Afrikaans,afri1274,Afrikaans,afri1274,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.aa0006929434,1894,"Hand verterbugh der englisher sprakhe. Harkavy's manual dictionary of the English language, giving the exact meaning of every word in Jewish, with the pronunciation of every word in Hebrew characters.",NA,"Hebrew publishing company, c1894.",Han,hann1241,Hebrew,hebr1245,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.c006050523,1942,"Handy dictionary of the Dutch and English languages, by J. Verheul. Self-instructor, with conversations and idioms.",NA,"David McKay Company, 1942.",Dutch,dutc1256,Dutch,dutc1256,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433081964813,1899,"Handy dictionary of the English and German languages = Neues Englisch-Deutsches und Deutsch-Englisches Taschenwörterbuch / rev., altered, and greatly enl. by C. Stoffel and George Payn, assisted by Georg Berlit.",NA,"David McKay, [18--?]",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc2.ark:/13960/t78s4zr8z,1925,Handy dictionary of the English and Italian languages / by J.E. Wessely ; thoroughly revised and re-written by G. Rigutini and G. Payn. = Dizionario tascabile inglese-italiano & italiano-inglese / di J.E. Wessely ; interamente rifatta da G. Rigutini e G. Payn.,NA,"David McKay, [between 1900 and 1925]",Italian,ital1282,Italian,ital1282,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
uva.x030266520,1947,Handy dictionary of the French and English languages : with phonetic transcription of every French vocabulary word : spelling based on the Dictionnaire de l'Académie française (1932-1935) and on the Oxford English dictionaries / by J.O. Kettridge.,NA,"McKay, 1947.",French,stan1290,French,stan1290,uva.x030266520,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.c040007206,1943,"Handy dictionary of the Greek and English languages : Greek-English, with an introduction to the history of Greek sounds / compiled by Karl Freyerabend.",NA,"D. McKay, 1943, c1918.",Greek,gree1276,Greek,mode1248,uc1.c040007206,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015004801265,1943,"Handy dictionary of the Latin and English languages, with an appendix of Latin, geographical, historical, and mythological proper names.",NA,"David McKay company, 1943.",Latin,lati1261,Latin,lati1261,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000033442358,1950,"Handy German-English, English-German dictionary / compiled by the English Universities Press. With a concise German grammar and a table of irregular verbs.",NA,"D. McKay, [c195_?].",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
umn.319510015760389,1916,"Handy Polish-English and English-Polish dictionary with conversations and idioms,",NA,D. McKay [c1916],Polish,poli1260,Polish,poli1260,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
osu.32435006759526,1916,"Handy Russian-English and English-Russian dictionary and self-instructor, by S. I. Luboff.",NA,David McKay [c1916],Russian,russ1263,Russian,russ1263,osu.32435006759526,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015038908110,1912,Handy Spanish-English and English-Spanish dictionary. Compiled from the best authorities of both languages.,NA,"Hinds, Hayden & Eldredge, inc. 1912.",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015091700206,2012,"Han'gugŏ ŭi kŭndae wa ijungŏ sajŏn, yŏngin p'yŏn. 6, Han-Yŏng chajŏn = A Korean-English dictionary [1911]. Han-Yŏng chajŏn = A Korean-English dictionary (The Chinese character) [1914] / J.S. Gale ; Hwang Ho-dŏk, Yi Sang-hyŏn p'yŏn.,한국어 의 근대 와 이중어 사전, 영인 편. 6, 韓英 字典 = A Korean-English dictionary [1911]. 韓英 字典 = A Korean-English dictionary (The Chinese character) [1914] / J.S. Gale ; 황 호덕, 이 상현 편.",NA,"Pangmunsa, 2012., 박문사, 2012.",Korean,kore1280,Korean,kore1280,mdp.39015091700206,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015053856467,2003,"Hanʼguk ŏnŏ munhwa sajŏn = New millennium dictionary of Korean language and culture : in English with colour illustrations / edited by Suh Cheong Soo.,한국 언어 문화 사전 = New millennium dictionary of Korean language and culture : in English with colour illustrations / edited by Suh Cheong Soo.",NA,"Hansebon, 2003.",Korean,kore1280,Korean,kore1280,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015050788143,1996,"Hani-English/English-Hani dictionary : Haqniqdoq-Yilyidoq, Doqlo-Soqdaoq / compiled by Paul Lewis and Bai Bibo (Piu Bo).",NA,"Kegan Paul International ; International Institute for Asian Studies, 1996.",Hani,hani1248,Hani,hani1248,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106015395715,1997,Han  Ying ci  dian =  A Chinese-English dictionary / Bei- jing  wai guo  yü da  xu  Ying yü xi  ci  dian  tsu bian,NA,"Wai yü jiao  xu  yu yen jiu  chu  ban  sh :  Xin  hua  shu  dian  tsung dian  Bei- jing  fa  xing  suo  jing  xiao, 1997",Han,hann1241,Chinese,mand1415,uc1.32106015395715,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x002668962,1993,"Han Ying da ci dian = Chinese-English dictionary / Wu Guanghua zhu bian.,汉英大辞典 = Chinese-English dictionary / 吴光华主编．",v.1,"Shanghai jiao tong da xue chu ban she, 1993, 上海交通大学出版社, 1993",Guang,guan1278,Chinese,mand1415,NA,uva.x002668962,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x002668861,1993,"Han Ying da ci dian = Chinese-English dictionary / Wu Guanghua zhu bian.,汉英大辞典 = Chinese-English dictionary / 吴光华主编．",v.2,"Shanghai jiao tong da xue chu ban she, 1993, 上海交通大学出版社, 1993",Guang,guan1278,Chinese,mand1415,NA,uva.x002668962,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc1.b3399501,1981,"Han Ying fen lei cha tu ci dian / Guangzhou wai guo yu xue yuan ""Han Ying fen lei cha tu ci dian"" bian xie zu bian = A classified and illustrated Chinese-English dictionary / by the Compiling Group of a Classified and Illustrated Chinese-English Dictionary, Guangzhou Institute of Foreign Languages.,汉英分类插图词典 / 广州外国语学院《汉英分类插图词典》编写组编 = A classified and illustrated Chinese-English dictionary / by the Compiling Group of a Classified and Illustrated Chinese-English Dictionary, Guangzhou Institute of Foreign Languages.",NA,"Sheng huo, du shu, xin zhi san lian shu dian Xianggang fen dian ; Guangdong ren min chu ban she, 1981., 生活.读书.新知三 联书店香港分店 ; 广东人民出版社 , 1981.",Guangzhou,guan1279,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x001157735,1985,"Han Ying ni yin ci dian = A Reverse Chinese-English dictionary / Yu Yunxia ... deng he bian.,汉英逆引词典 = A Reverse Chinese-English dictionary / 余云霞 ... 等合编.",NA,"Commercial Press : Xin hua shu dian Beijing fa xing suo fa xing, 1985., Commercial Press : 新华书店北京发行所发行, 1985.",Han,hann1241,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc1.31822033695206,2003,"Han Ying Shanghai kou yu ci dian = A Chinese-English Shanghai dialect dictionary / Li Yaming zhu bian,汉英上海口语词典 = A Chinese-English Shanghai dialect dictionary / 李亚明主编",NA,"Shanghai jiao tong da xue chu ban she, 2003, 上海交通大学出版社, 2003",Shang,shan1278,Shanghai,shan1293,NA,NA,Shanghainese,https://en.wikipedia.org/wiki/Shanghainese,NA,x-english (and english-x),NA,NA,NA,1
uc1.31822028577070,1999,Han Ying shi yong ci dian = Quaille's practical Chinese-English dictionary / Yu Yaosheng ... [et al. bian],NA,"Asia 2000 Ltd, 1999",Han,hann1241,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x004469768,2000,"Han Ying shuang jie xin hua zi dian = Xinhua dictionary with English translation / [Yao Naiqiang zhu bian].,汉英双解新华字典 = Xinhua dictionary with English translation / [姚乃強主编].",NA,"Shang wu yin shu guan guo ji you xian gong si, 2000., 商务印书馆囯际有限公司, 2000.",Han,hann1241,Xinhua,mand1415,NA,NA,Mandarin Chinese,https://en.wikipedia.org/wiki/Xinhua_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.49015002913300,1979,"[Han Ying tzʻu tien] = The Pinyin Chinese-English dictionary / editor-in-chief, Wu Jingrong.",NA,"Commercial Press ; Pitman Advanced Pub. Program, c1979.",Pinyin,piny1238,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015021255206,1944,"Han Ying xin ci dian = A new Chinese-English dictionary : comprising about 10,000 words and 50,000 phrases.,漢英新辭典 = A new Chinese-English dictionary : comprising about 10,000 words and 50,000 phrases.",NA,"Commercial Press, 1944., Commercial Press, 民國26 [1937]",Han,hann1241,Chinese,mand1415,mdp.39015021255206,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x004501531,2000,"Han yu 8000 ci ci dian = A dictionary of Chinese usage: 8000 words / Beijing yu yan wen hua da xue Han yu shui ping kao shi zhong xin bian.,汉语8000词词典 = A dictionary of Chinese usage: 8000 words / 北京语言文化大学汉语水平考试中心编.",NA,"Beijing yu yan wen hua da xue chu ban she, 2000., 北京语言文化大学出版社, 2000.",Han,hann1241,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015088156248,1894,"Harḳaṿi's hand ṿerṭerbukh der Englisher shprakhe : miṭ a rikhṭiger un dayṭlikher iberzetsung der Englishen ṿerṭer in Yudish, mit der oysshprakhe fun yeden ṿorṭ in Yudishe bukhshṭaben = Harkavy's manual dictionary of the English language, giving the exact meaning of every word in Jewish, with the pronunciation of every word in Hebrew characters.",NA,"Hebrew publishing company, c1894.",NA,NA,Hebrew,hebr1245,mdp.39015088156248,NA,NA,NA,NA,english-x,NA,NA,NA,1
mdp.39015051701715,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.1,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015055477817,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.10,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015055487287,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.11,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015061925700,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.12,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015061925692,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.13,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015063241338,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.14,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015067688039,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.15,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015068807315,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.16,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015073599758,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.17,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015077629197,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.18,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701723,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.2,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701731,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.3,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701749,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.4,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701756,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.5,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701764,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.6,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701780,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.7,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701772,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.8,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015051701707,9999,Harduf's transliterated English-Hebrew dictionary / [David Mendel Harduf and Eleanor Harduf].,v.9,"Harduf Books, 1994-",Mende (Papua New Guinea):Mende (Sierra Leone),mend1268:mend1266,Hebrew,hebr1245,NA,mdp.39015051701715,NA,NA,NA,english-x,NA,NA,1,NA
uc1.32106010727177,1992,Harduf's transliterated Yiddish-English dictionary : according to the English alphabet.,NA,"Harduf Books, c1992.",NA,NA,Yiddish,east2295,NA,NA,NA,NA,NA,x-english (and english-x),NA,default of yiddish in wals is eastern yiddish,1,1
mdp.39015015045258,1907,"Harper's Latin dictionary. A new Latin dictionary founded on the translation of Freund's Latin-German lexicon, ed. by E.A. Andrews, Ll.D.",NA,"American book company; [etc., etc., c1907]",German,stan1295,Latin,lati1261,mdp.39015015045258,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015060593061,2004,"Harrap paperback French dictionary : English-French /French-English / editor, Isabelle Elkaim with Lynda Carey, Anna Stevenson.",NA,"Harrap, 2004, c2001.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106018831229,2007,"Harrap's compact dictionary : Anglais-Français, Français-Anglais",NA,"Harrap, 2007",NA,NA,Français,stan1290,NA,NA,French,https://en.wikipedia.org/wiki/French_language,NA,x-english (and english-x),NA,NA,NA,1
uc1.31822033346040,2003,"Harrap's compact dictionary = dicionário : Português-Inglês, English-Portuguese",NA,"Harrap, 2003",Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015060853721,2004,Harrap's compact dictionary Italiano-Inglese = Dizionario English-Italian.,NA,"Harrap, 2004.",Italian,ital1282,Italian,ital1282,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000026232584,1996,"Harrap's compact German dictionary :  English/German, German/English / edited by Robin Sawers.",NA,"Harrap ; Distributed in the U.S. by Macmillan USA, 1996.",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000026234441,1996,"Harrap's compact Spanish dictionary :  English/Spanish, Spanish/English.",NA,"Harrap ; Distributed in the United States by Macmillan USA, 1996.",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
umn.31951p00448903h,1990,"Harrap's concise English-German dictionary = Harrap's concise Wörterbuch, Deutsch-Englisch / edited by Robin Sawers.",NA,"Harrap ; distributed in the U.S. by Prentice Hall, [1990]",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.32106007947440,1984,Harrap's concise French and English dictionary / edited by Patricia Forbes and Muriel Holland Smith ; completely revised and edited by Helen Knox.,NA,"Harrap, 1984",French,stan1290,French,stan1290,uc1.32106007947440,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x000507793,1982,Harrap's concise German and English dictionary : English-German/German-English in one volume / edited by Robin Sawers.,NA,"Harrap, 1982.",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015029095034,1993,"Harrap's English-Russian Russian-English pocket dictionary / edited by O.P. Benyuch, G.V. Chernov.",NA,"Harrap ; Russky Yazyk, 1993.",Russian,russ1263,Russian,russ1263,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015066787105,2006,Harrap's French and English college dictionary.,NA,"McGraw-Hill, 2006.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000024110082,1991,Harrap's French and English dictionary / edited by Michael Wood ... [et al.].,NA,"Harrap ; Prentice Hall (distributor), c1991.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015019820862,1990,Harrap's French and English dictionary / edited by Peter Collin...,NA,"Harrap ; Prentice Hall, 1990, c1982.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015054150050,1972,"Harrap's modern college French and English dictionary, by J. E. Mansion. French-English, English-French, complete in one volume.",NA,"Scribner [1972, c1967]",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.49015002909357,1985,"Harrap's new college French and English dictionary / edited by Peter Collin, Helen Knox, Margaret Ledésert, René Ledésert.",NA,"National Textbook ; Harrap, 1985, 1982.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000032558203,1967,"Harrap's new collegiate French and English dictionary : French-English, English-French / by J.E. Mansion ; revised by M. Ferlin and P. Forbes ; edited by D.M. Ledésert and R.P.L. Ledésert.",NA,"National Textbook Co., 1978, c1967.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
umn.319510009866181,1980,Harrap's new standard French and English dictionary; [edited] by J.E. Mansion.,v. 1,"Harrap, 1972-80.",French,stan1290,French,stan1290,mdp.39015046785419,mdp.39015046785419,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015046785419,1980,Harrap's new standard French and English dictionary; [edited] by J.E. Mansion.,v.2,"Harrap, 1972-80.",French,stan1290,French,stan1290,mdp.39015046785419,mdp.39015046785419,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015046785427,1980,Harrap's new standard French and English dictionary; [edited] by J.E. Mansion.,v.3,"Harrap, 1972-80.",French,stan1290,French,stan1290,mdp.39015046785419,mdp.39015046785419,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015046785435,1980,Harrap's new standard French and English dictionary; [edited] by J.E. Mansion.,v.4,"Harrap, 1972-80.",French,stan1290,French,stan1290,mdp.39015046785419,mdp.39015046785419,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106018837960,2006,"Harrap's paperback dictionary-diccionario : Español-Inglés, English-Spanish / editors, Teresa Álvarez, Liam Rodger",NA,"Harrap, 2007",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106018837986,2007,"Harrap's paperback dictionary, dicionário : Português-Inglês, English-Portuguese",NA,"Harrap, 2007",Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106018332830,2005,"Harrap's paperback dictionary/dictionnaire : English-French, François-Anglais",NA,"Harrap, 2005",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106017404499,2008,Harrap's paperback dictionary/Wörterbuch : Deutsch-Englisch : English-German,NA,"Harrap, 2008",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015052449512,9999,Harrap's shorter French and English dictionary / by J. E. Mansion.,pt.1,"Heath, 1967-",French,stan1290,French,stan1290,mdp.39015052449512,mdp.39015052449512,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015052449520,9999,Harrap's shorter French and English dictionary / by J. E. Mansion.,pt.2,"Heath, 1967-",French,stan1290,French,stan1290,mdp.39015052449512,mdp.39015052449512,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
inu.30000101917007,2005,"Harrap's Spanish and English dictionary / [project manager and editor, Teresa Alvarez].",NA,"McGraw-Hill, c2005.",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.49015002912831,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",Pt. 1 A-E,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.49015002912849,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",Pt. 2 F-K,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.49015002912856,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",Pt. 3 L-R,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015078251611,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",pt.1 v.1,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
