glottocode,word,sum_count,glottolog_langname
roma1327,soft,432,Romanian
soma1255,dad,432,Somali
stan1288,dates,432,Spanish
stan1288,jab,432,Spanish
stan1290,conclusions,432,French
stan1290,concomitant,432,French
stan1290,dictatorial,432,French
stan1290,shooter,432,French
stan1290,strident,432,French
afri1274,rug,431,Afrikaans
czec1258,host,431,Czech
dutc1256,radio,431,Dutch
dutc1256,trial,431,Dutch
ital1282,statue,431,Italian
lati1261,cures,431,Latin
lati1261,indicative,431,Latin
roma1327,personal,431,Romanian
stan1290,annihilation,431,French
stan1290,gadget,431,French
swed1254,cover,431,Swedish
taga1270,idea,431,Tagalog
dani1285,post,430,Danish
dutc1256,base,430,Dutch
lati1261,beer,430,Latin
lati1261,involve,430,Latin
roma1327,hit,430,Romanian
stan1290,drummer,430,French
stan1290,malaria,430,French
stan1290,shit,430,French
stan1290,successive,430,French
dutc1256,pop,429,Dutch
dutc1256,single,429,Dutch
finn1318,master,429,Finnish
hung1274,net,429,Hungarian
ital1282,discount,429,Italian
ital1282,super,429,Italian
lati1261,revolve,429,Latin
stan1288,arterial,429,Spanish
stan1288,cowboy,429,Spanish
stan1288,exhale,429,Spanish
stan1290,exporter,429,French
stan1290,macabre,429,French
stan1290,oasis,429,French
stan1295,bourgeois,429,German
swah1253,lake,429,Swahili
turk1304,men,429,Turkmen
dani1285,mad,428,Danish
dutc1256,dank,428,Dutch
hung1274,farm,428,Hungarian
hung1274,lever,428,Hungarian
ital1282,fragile,428,Italian
lati1261,affirmative,428,Latin
sout1528,hot,428,Serbian-Croatian-Bosnian
stan1288,racial,428,Spanish
stan1290,bribes,428,French
stan1290,reconstruction,428,French
wels1247,bin,428,Welsh
wels1247,moment,428,Welsh
ital1282,audience,427,Italian
lati1261,erase,427,Latin
lati1261,globe,427,Latin
lati1261,instant,427,Latin
port1283,mare,427,Portuguese
port1283,serves,427,Portuguese
stan1288,blocks,427,Spanish
stan1288,congratulate,427,Spanish
stan1288,terminate,427,Spanish
stan1290,mirage,427,French
stan1295,respective,427,German
swed1254,drink,427,Swedish
czec1258,student,426,Czech
czec1258,test,426,Czech
dutc1256,happen,426,Dutch
dutc1256,hop,426,Dutch
ital1282,gang,426,Italian
ital1282,irritate,426,Italian
stan1290,racer,426,French
dutc1256,bitter,425,Dutch
dutc1256,palm,425,Dutch
poli1260,knot,425,Polish
port1283,trifle,425,Portuguese
stan1288,cite,425,Spanish
stan1288,experimental,425,Spanish
stan1288,virtuoso,425,Spanish
swed1254,arms,425,Swedish
ital1282,acute,424,Italian
lati1261,patent,424,Latin
roma1327,agent,424,Romanian
taga1270,bar,424,Tagalog
dutc1256,cool,423,Dutch
finn1318,city,423,Finnish
hung1274,tar,423,Hungarian
lati1261,offices,423,Latin
lati1261,sector,423,Latin
poli1260,jam,423,Polish
soma1255,war,423,Somali
stan1288,supervisor,423,Spanish
stan1290,baths,423,French
stan1295,tags,423,German
dutc1256,cake,422,Dutch
indo1316,master,422,Standard Indonesian
lati1261,curriculum,422,Latin
nucl1301,metal,422,Turkish
poli1260,brat,422,Polish
poli1260,crush,422,Polish
port1283,runs,422,Portuguese
port1283,sketch,422,Portuguese
scot1245,lot,422,Scottish Gaelic
scot1245,post,422,Scottish Gaelic
stan1288,global,422,Spanish
stan1288,nostalgia,422,Spanish
stan1290,techniques,422,French
swed1254,gon,422,Swedish
taga1270,boy,422,Tagalog
port1283,data,421,Portuguese
stan1288,cactus,421,Spanish
stan1288,canes,421,Spanish
stan1290,contamination,421,French
stan1290,stations,421,French
stan1290,viable,421,French
stan1295,intensive,421,German
port1283,film,420,Portuguese
stan1288,camping,420,Spanish
stan1288,visor,420,Spanish
stan1290,miracles,420,French
stan1290,synagogue,420,French
stan1295,dope,420,German
dani1285,red,419,Danish
olde1238,hold,419,Old English (ca. 450-1100)
poli1260,tender,419,Polish
sout1528,bend,419,Serbian-Croatian-Bosnian
stan1288,recite,419,Spanish
stan1288,semen,419,Spanish
stan1290,marines,419,French
czec1258,soft,418,Czech
dani1285,ring,418,Danish
dutc1256,gras,418,Dutch
dutc1256,job,418,Dutch
dutc1256,rake,418,Dutch
icel1247,skip,418,Icelandic
lati1261,primitive,418,Latin
port1283,fundamental,418,Portuguese
roma1327,mas,418,Romanian
stan1290,hurricane,418,French
stan1290,uranium,418,French
swed1254,match,418,Swedish
dutc1256,believe,417,Dutch
dutc1256,blank,417,Dutch
dutc1256,respect,417,Dutch
finn1318,rock,417,Finnish
hung1274,lag,417,Hungarian
hung1274,rock,417,Hungarian
lati1261,diva,417,Latin
roma1327,living,417,Romanian
stan1288,cultivate,417,Spanish
wels1247,stamp,417,Welsh
dutc1256,jack,416,Dutch
dutc1256,spin,416,Dutch
ital1282,spade,416,Italian
ital1282,spine,416,Italian
lati1261,exquisite,416,Latin
midd1317,late,416,Middle English
port1283,intrigue,416,Portuguese
scot1243,patch,416,Scots
stan1290,mayonnaise,416,French
stan1290,multiples,416,French
stan1290,provenance,416,French
stan1290,syphilis,416,French
stan1295,digestive,416,German
czec1258,sun,415,Czech
indo1316,basket,415,Standard Indonesian
stan1290,occupations,415,French
stan1290,tempo,415,French
swed1254,dam,415,Swedish
ital1282,introduce,414,Italian
ital1282,remainder,414,Italian
lati1261,fungus,414,Latin
lati1261,sulphur,414,Latin
olde1238,beam,414,Old English (ca. 450-1100)
roma1327,major,414,Romanian
stan1288,celebrate,414,Spanish
stan1288,response,414,Spanish
stan1288,seminal,414,Spanish
stan1290,digit,414,French
stan1290,sprint,414,French
stan1290,transplantation,414,French
ital1282,computer,413,Italian
lati1261,decent,413,Latin
poli1260,hen,413,Polish
port1283,pet,413,Portuguese
port1283,rural,413,Portuguese
roma1327,reduce,413,Romanian
roma1327,violent,413,Romanian
stan1288,delegate,413,Spanish
stan1290,cactus,413,French
dani1285,bar,412,Danish
finn1318,body,412,Finnish
poli1260,agent,412,Polish
stan1288,guerrilla,412,Spanish
stan1288,pays,412,Spanish
stan1290,banana,412,French
stan1290,euro,412,French
stan1290,incidents,412,French
stan1295,dominant,412,German
swed1254,period,412,Swedish
dutc1256,ban,411,Dutch
dutc1256,strip,411,Dutch
finn1318,main,411,Finnish
finn1318,pain,411,Finnish
ital1282,censure,411,Italian
lati1261,acres,411,Latin
poli1260,pit,411,Polish
port1283,peculiar,411,Portuguese
roma1327,sit,411,Romanian
stan1290,casino,411,French
stan1290,convergent,411,French
stan1290,motifs,411,French
stan1290,vinaigrette,411,French
swed1254,par,411,Swedish
dutc1256,brake,410,Dutch
dutc1256,lied,410,Dutch
finn1318,shop,410,Finnish
lati1261,indulgent,410,Latin
lati1261,triple,410,Latin
poli1260,soul,410,Polish
poli1260,straw,410,Polish
port1283,trap,410,Portuguese
roma1327,tip,410,Romanian
stan1288,climax,410,Spanish
stan1290,bison,410,French
stan1290,interception,410,French
stan1290,maturation,410,French
stan1290,restrictions,410,French
stan1290,tanker,410,French
taga1270,trip,410,Tagalog
dutc1256,mist,409,Dutch
hung1274,rang,409,Hungarian
indo1316,lift,409,Standard Indonesian
lati1261,appendix,409,Latin
lati1261,mute,409,Latin
nucl1301,bile,409,Turkish
stan1288,mitigate,409,Spanish
stan1288,retina,409,Spanish
stan1290,persuasive,409,French
hmon1333,zoo,408,Hmong Daw
hung1274,boy,408,Hungarian
ital1282,acre,408,Italian
ital1282,sublime,408,Italian
lati1261,conductor,408,Latin
lati1261,crux,408,Latin
roma1327,meat,408,Romanian
stan1290,arches,408,French
stan1290,fission,408,French
wels1247,dawns,408,Welsh
wels1247,drama,408,Welsh
wels1247,tom,408,Welsh
afri1274,brood,407,Afrikaans
dutc1256,counter,407,Dutch
dutc1256,direct,407,Dutch
lati1261,serene,407,Latin
lati1261,suspense,407,Latin
poli1260,zebra,407,Polish
roma1327,cat,407,Romanian
roma1327,gust,407,Romanian
scot1245,toll,407,Scottish Gaelic
stan1288,pivot,407,Spanish
stan1288,rally,407,Spanish
stan1290,lucrative,407,French
stan1295,browse,407,German
iris1253,gall,406,Irish
lati1261,fox,406,Latin
lati1261,ornate,406,Latin
poli1260,market,406,Polish
port1283,tumor,406,Portuguese
scot1243,address,406,Scots
stan1288,concede,406,Spanish
stan1288,default,406,Spanish
stan1288,surf,406,Spanish
stan1290,inhibition,406,French
stan1290,marina,406,French
cebu1242,slang,405,Cebuano
indo1316,real,405,Standard Indonesian
ital1282,trench,405,Italian
kawi1241,way,405,Kawi
olde1238,rice,405,Old English (ca. 450-1100)
poli1260,event,405,Polish
poli1260,pace,405,Polish
port1283,abuse,405,Portuguese
port1283,pint,405,Portuguese
roma1327,principal,405,Romanian
sout1528,drug,405,Serbian-Croatian-Bosnian
sout1528,pet,405,Serbian-Croatian-Bosnian
swed1254,bud,405,Swedish
swed1254,shot,405,Swedish
dutc1256,veil,404,Dutch
lati1261,motive,404,Latin
roma1327,sun,404,Romanian
stan1290,intimidation,404,French
stan1290,rectum,404,French
stan1290,supervision,404,French
stan1290,taxable,404,French
stan1290,ultimatum,404,French
swah1253,kale,404,Swahili
swed1254,gift,404,Swedish
swed1254,port,404,Swedish
swed1254,slip,404,Swedish
hung1274,sport,403,Hungarian
iris1253,mill,403,Irish
oldf1239,come,403,Old French (842-ca. 1400)
penn1240,hot,403,Pennsylvania German
stan1288,mediate,403,Spanish
stan1290,beige,403,French
stan1290,descriptive,403,French
swed1254,hinder,403,Swedish
swed1254,station,403,Swedish
dani1285,art,402,Danish
dani1285,did,402,Danish
kich1262,chi,402,K'iche'
lati1261,asylum,402,Latin
poli1260,scratch,402,Polish
port1283,hall,402,Portuguese
roma1327,ace,402,Romanian
stan1288,tangible,402,Spanish
stan1290,enviable,402,French
stan1290,fertiliser,402,French
stan1290,plains,402,French
stan1290,tenants,402,French
dutc1256,student,401,Dutch
dutc1256,tale,401,Dutch
indo1316,term,401,Standard Indonesian
iris1253,log,401,Irish
nucl1643,sane,401,Japanese
port1283,games,401,Portuguese
stan1288,vivid,401,Spanish
stan1290,cadres,401,French
stan1290,diagnostic,401,French
stan1290,persistent,401,French
afri1274,sink,400,Afrikaans
hung1274,log,400,Hungarian
ital1282,gravel,400,Italian
ital1282,smoking,400,Italian
lati1261,abusive,400,Latin
port1283,auto,400,Portuguese
stan1288,suicide,400,Spanish
wels1247,chest,400,Welsh
iris1253,breath,399,Irish
ital1282,dive,399,Italian
lati1261,collective,399,Latin
stan1288,marital,399,Spanish
czec1258,plane,398,Czech
dutc1256,store,398,Dutch
icel1247,sin,398,Icelandic
lati1261,ices,398,Latin
poli1260,organ,398,Polish
port1283,reserve,398,Portuguese
sout1528,dug,398,Serbian-Croatian-Bosnian
stan1288,fauna,398,Spanish
stan1290,thorax,398,French
stan1290,troll,398,French
swed1254,din,398,Swedish
swed1254,gram,398,Swedish
czec1258,rock,397,Czech
dani1285,hat,397,Danish
dutc1256,rein,397,Dutch
poli1260,bus,397,Polish
port1283,toe,397,Portuguese
sout1528,star,397,Serbian-Croatian-Bosnian
stan1288,coy,397,Spanish
stan1290,skiff,397,French
wels1247,hoe,397,Welsh
afri1274,pie,396,Afrikaans
czec1258,pane,396,Czech
ital1282,cola,396,Italian
lati1261,chaos,396,Latin
poli1260,met,396,Polish
stan1288,corners,396,Spanish
stan1288,fitness,396,Spanish
stan1288,hobby,396,Spanish
stan1288,radial,396,Spanish
stan1290,duplex,396,French
stan1290,indications,396,French
stan1290,stimulation,396,French
czec1258,police,395,Czech
icel1247,saga,395,Icelandic
ital1282,holding,395,Italian
ital1282,relax,395,Italian
lati1261,culture,395,Latin
lati1261,spice,395,Latin
scot1243,rake,395,Scots
sout1528,bar,395,Serbian-Croatian-Bosnian
stan1288,mafia,395,Spanish
stan1288,referee,395,Spanish
stan1288,tremor,395,Spanish
stan1290,camouflage,395,French
stan1290,phosphate,395,French
swed1254,problem,395,Swedish
dutc1256,alarm,394,Dutch
dutc1256,cash,394,Dutch
lati1261,obedient,394,Latin
stan1288,niche,394,Spanish
stan1288,turbine,394,Spanish
stan1290,royalty,394,French
stan1290,vibrant,394,French
stan1306,sang,394,Standard Malay
swed1254,gas,394,Swedish
wels1247,para,394,Welsh
afri1274,bone,393,Afrikaans
dani1285,store,393,Danish
indo1316,legal,393,Standard Indonesian
ital1282,cant,393,Italian
mand1415,menu,393,Mandarin Chinese
poli1260,sorry,393,Polish
port1283,gang,393,Portuguese
port1283,individual,393,Portuguese
port1283,manual,393,Portuguese
stan1288,beta,393,Spanish
stan1290,guides,393,French
swed1254,late,393,Swedish
swed1254,rock,393,Swedish
czec1258,bran,392,Czech
czec1258,idea,392,Czech
dutc1256,object,392,Dutch
fiji1243,gone,392,Fijian
nucl1301,bone,392,Turkish
stan1288,visa,392,Spanish
stan1290,micro,392,French
czec1258,copy,391,Czech
dutc1256,argument,391,Dutch
dutc1256,mantel,391,Dutch
dutc1256,park,391,Dutch
lati1261,editor,391,Latin
poli1260,wad,391,Polish
port1283,fatal,391,Portuguese
roma1327,doctor,391,Romanian
stan1288,coop,391,Spanish
stan1288,tuberculosis,391,Spanish
stan1290,matches,391,French
stan1290,positions,391,French
stan1290,slips,391,French
stan1290,stigma,391,French
wels1247,hail,391,Welsh
dutc1256,beg,390,Dutch
iris1253,brat,390,Irish
iris1253,poll,390,Irish
lati1261,sinister,390,Latin
port1283,prime,390,Portuguese
port1283,trace,390,Portuguese
scot1243,hilly,390,Scots
stan1288,adaptable,390,Spanish
swed1254,position,390,Swedish
swed1254,til,390,Swedish
dani1285,top,389,Danish
ital1282,grate,389,Italian
ital1282,warrant,389,Italian
lati1261,extensive,389,Latin
lati1261,nectar,389,Latin
nucl1301,tor,389,Turkish
roma1327,civil,389,Romanian
stan1288,capsule,389,Spanish
stan1288,catcher,389,Spanish
stan1290,biceps,389,French
stan1290,charade,389,French
stan1290,convergence,389,French
esto1258,must,388,Estonian
ital1282,marine,388,Italian
lati1261,elaborate,388,Latin
olde1238,bad,388,Old English (ca. 450-1100)
stan1288,dais,388,Spanish
stan1288,flora,388,Spanish
stan1290,squares,388,French
swed1254,cross,388,Swedish
afri1274,arms,387,Afrikaans
afri1274,sense,387,Afrikaans
czec1258,moment,387,Czech
hung1274,aid,387,Hungarian
ital1282,assume,387,Italian
lati1261,constitute,387,Latin
olde1238,bold,387,Old English (ca. 450-1100)
port1283,anterior,387,Portuguese
port1283,dissolve,387,Portuguese
port1283,soar,387,Portuguese
roma1327,fix,387,Romanian
roma1327,story,387,Romanian
scot1243,crap,387,Scots
stan1288,bloc,387,Spanish
stan1290,percent,387,French
stan1290,plaintive,387,French
stan1290,scalpel,387,French
wels1247,chant,387,Welsh
afri1274,pan,386,Afrikaans
dutc1256,fort,386,Dutch
ital1282,mas,386,Italian
ital1282,pasture,386,Italian
lati1261,moderator,386,Latin
scot1243,contract,386,Scots
stan1288,terrier,386,Spanish
stan1290,backside,386,French
stan1290,climax,386,French
stan1290,excision,386,French
stan1290,polka,386,French
stan1290,slaves,386,French
stan1290,wagons,386,French
swed1254,tax,386,Swedish
ital1282,web,385,Italian
lati1261,texture,385,Latin
poli1260,musical,385,Polish
port1283,mole,385,Portuguese
port1283,swing,385,Portuguese
stan1288,manila,385,Spanish
stan1288,ratio,385,Spanish
stan1290,bases,385,French
stan1290,blues,385,French
stan1290,fluorescent,385,French
czec1258,fond,384,Czech
dutc1256,pool,384,Dutch
lati1261,pore,384,Latin
port1283,display,384,Portuguese
stan1288,comparable,384,Spanish
stan1288,gravy,384,Spanish
stan1288,inactive,384,Spanish
czec1258,meeting,383,Czech
hung1274,pad,383,Hungarian
poli1260,nut,383,Polish
poli1260,trap,383,Polish
port1283,casual,383,Portuguese
stan1288,imaginable,383,Spanish
stan1288,vial,383,Spanish
stan1290,fuselage,383,French
stan1295,abnormal,383,German
swed1254,hall,383,Swedish
swed1254,situation,383,Swedish
dani1285,mark,382,Danish
hung1274,sort,382,Hungarian
indo1316,cap,382,Standard Indonesian
port1283,sole,382,Portuguese
roma1327,central,382,Romanian
stan1288,adorable,382,Spanish
stan1288,dispense,382,Spanish
stan1288,links,382,Spanish
stan1288,ministerial,382,Spanish
stan1288,notebook,382,Spanish
stan1290,dissent,382,French
stan1290,juxtaposition,382,French
stan1295,platter,382,German
swed1254,fort,382,Swedish
swed1254,taken,382,Swedish
czec1258,metal,381,Czech
dutc1256,concern,381,Dutch
iris1253,port,381,Irish
lati1261,capture,381,Latin
roma1327,exact,381,Romanian
roma1327,green,381,Romanian
stan1288,admire,381,Spanish
stan1288,pulsar,381,Spanish
swed1254,lent,381,Swedish
lati1261,elevate,380,Latin
lati1261,vagina,380,Latin
poli1260,relief,380,Polish
poli1260,wagon,380,Polish
stan1288,monopoly,380,Spanish
stan1290,gangster,380,French
stan1290,impotence,380,French
swed1254,check,380,Swedish
dutc1256,spare,379,Dutch
ital1282,console,379,Italian
ital1282,espresso,379,Italian
lati1261,femur,379,Latin
stan1290,dilution,379,French
stan1290,sermons,379,French
swed1254,grand,379,Swedish
afri1274,boot,378,Afrikaans
finn1318,river,378,Finnish
ital1282,biscuit,378,Italian
ital1282,pus,378,Italian
lati1261,feminine,378,Latin
lati1261,sales,378,Latin
nucl1643,mane,378,Japanese
port1283,papa,378,Portuguese
scot1245,mall,378,Scottish Gaelic
sout1528,slip,378,Serbian-Croatian-Bosnian
stan1288,breaks,378,Spanish
stan1288,creed,378,Spanish
stan1288,performer,378,Spanish
stan1288,sacramental,378,Spanish
stan1290,familial,378,French
stan1295,intolerant,378,German
stan1295,wars,378,German
swed1254,storm,378,Swedish
wels1247,nest,378,Welsh
afri1274,sale,377,Afrikaans
dutc1256,mild,377,Dutch
lati1261,austere,377,Latin
lati1261,monitor,377,Latin
port1283,determine,377,Portuguese
roma1327,perfect,377,Romanian
stan1288,courier,377,Spanish
stan1288,eventual,377,Spanish
stan1290,cruiser,377,French
stan1290,doctoral,377,French
stan1290,imam,377,French
stan1290,variations,377,French
swed1254,block,377,Swedish
swed1254,ram,377,Swedish
hung1274,rut,376,Hungarian
iban1264,aka,376,Iban
ital1282,oblique,376,Italian
lati1261,alleviate,376,Latin
manx1243,son,376,Manx
olde1238,sword,376,Old English (ca. 450-1100)
poli1260,stale,376,Polish
roma1327,note,376,Romanian
stan1290,marinade,376,French
stan1290,variant,376,French
taga1270,una,376,Tagalog
wels1247,credit,376,Welsh
dutc1256,trim,375,Dutch
icel1247,ing,375,Icelandic
iris1253,sail,375,Irish
lati1261,gymnasium,375,Latin
mand1415,fans,375,Mandarin Chinese
port1283,decline,375,Portuguese
port1283,paste,375,Portuguese
stan1290,calorie,375,French
stan1290,caviar,375,French
stan1290,opens,375,French
dutc1256,stake,374,Dutch
ital1282,metro,374,Italian
ital1282,scout,374,Italian
lati1261,productive,374,Latin
lati1261,satin,374,Latin
poli1260,bet,374,Polish
port1283,imagine,374,Portuguese
port1283,slide,374,Portuguese
stan1288,fax,374,Spanish
stan1288,maple,374,Spanish
stan1290,aisle,374,French
stan1290,naturalisation,374,French
stan1290,sternum,374,French
stan1295,immature,374,German
swah1253,pale,374,Swahili
dutc1256,beef,373,Dutch
indo1316,hook,373,Standard Indonesian
ital1282,smash,373,Italian
lati1261,strata,373,Latin
nucl1301,karma,373,Turkish
olde1238,son,373,Old English (ca. 450-1100)
scot1243,adjective,373,Scots
stan1288,panacea,373,Spanish
stan1288,shows,373,Spanish
stan1295,derivative,373,German
swed1254,action,373,Swedish
hung1274,stroke,372,Hungarian
ital1282,estimate,372,Italian
ital1282,sincere,372,Italian
lati1261,peninsula,372,Latin
misk1235,man,372,Mískito
port1283,faces,372,Portuguese
port1283,pie,372,Portuguese
stan1288,paces,372,Spanish
stan1290,affiliation,372,French
stan1290,aides,372,French
stan1290,cosy,372,French
stan1290,diverse,372,French
czec1258,twist,371,Czech
dutc1256,page,371,Dutch
dutc1256,vest,371,Dutch
port1283,fatigue,371,Portuguese
scot1243,spin,371,Scots
dutc1256,map,370,Dutch
ital1282,cardinal,370,Italian
ital1282,festival,370,Italian
ital1282,goal,370,Italian
ital1282,mediocre,370,Italian
khas1269,tip,370,Khasi
lati1261,demonstrate,370,Latin
port1283,bronze,370,Portuguese
stan1288,limbo,370,Spanish
stan1288,produces,370,Spanish
stan1290,discussions,370,French
stan1290,documentation,370,French
dutc1256,cape,369,Dutch
indo1316,mental,369,Standard Indonesian
ital1282,supreme,369,Italian
lati1261,desperate,369,Latin
lati1261,saga,369,Latin
port1283,rival,369,Portuguese
stan1290,rapper,369,French
dutc1256,spits,368,Dutch
indo1316,ban,368,Standard Indonesian
lati1261,arrogant,368,Latin
poli1260,rot,368,Polish
port1283,postal,368,Portuguese
stan1288,ego,368,Spanish
stan1288,husky,368,Spanish
stan1288,placenta,368,Spanish
stan1290,asses,368,French
stan1290,interchangeable,368,French
stan1290,margarine,368,French
stan1290,matte,368,French
swed1254,blind,368,Swedish
czec1258,yard,367,Czech
lati1261,centuries,367,Latin
port1283,approach,367,Portuguese
port1283,series,367,Portuguese
roma1327,similar,367,Romanian
stan1288,compensate,367,Spanish
stan1288,contour,367,Spanish
stan1288,endorse,367,Spanish
stan1288,originate,367,Spanish
stan1288,tornado,367,Spanish
stan1290,cockpit,367,French
stan1290,duplication,367,French
stan1290,graphite,367,French
tokp1240,gut,367,Tok Pisin
afri1274,lap,366,Afrikaans
dutc1256,metal,366,Dutch
ital1282,province,366,Italian
port1283,hotel,366,Portuguese
port1283,resolve,366,Portuguese
sout1528,pad,366,Serbian-Croatian-Bosnian
stan1288,audible,366,Spanish
stan1290,relates,366,French
stan1290,vases,366,French
swed1254,son,366,Swedish
taga1270,mesa,366,Tagalog
indo1316,bridge,365,Standard Indonesian
indo1316,pun,365,Standard Indonesian
ital1282,bacon,365,Italian
lati1261,academia,365,Latin
poli1260,grant,365,Polish
poli1260,talent,365,Polish
stan1288,explore,365,Spanish
stan1288,inhuman,365,Spanish
stan1288,lucid,365,Spanish
stan1290,inaugural,365,French
swed1254,diet,365,Swedish
afri1274,dam,364,Afrikaans
dutc1256,lands,364,Dutch
lati1261,communicate,364,Latin
lati1261,saliva,364,Latin
lati1261,stadium,364,Latin
port1283,switch,364,Portuguese
stan1288,casino,364,Spanish
stan1290,anthrax,364,French
stan1295,stylish,364,German
stan1295,suggestive,364,German
stan1306,skirt,364,Standard Malay
swed1254,bag,364,Swedish
hung1274,lord,363,Hungarian
ital1282,boom,363,Italian
ital1282,mortal,363,Italian
roma1327,era,363,Romanian
roma1327,record,363,Romanian
scot1243,affection,363,Scots
stan1290,camaraderie,363,French
stan1290,impressions,363,French
wels1247,model,363,Welsh
afri1274,radio,362,Afrikaans
czec1258,mast,362,Czech
dutc1256,pardon,362,Dutch
dutc1256,truck,362,Dutch
icel1247,small,362,Icelandic
lati1261,crater,362,Latin
olde1238,corn,362,Old English (ca. 450-1100)
pali1273,para,362,Pali
port1283,temporal,362,Portuguese
roma1327,bag,362,Romanian
scot1245,fir,362,Scottish Gaelic
stan1288,debut,362,Spanish
stan1288,internet,362,Spanish
stan1288,trailer,362,Spanish
stan1290,ozone,362,French
stan1295,milder,362,German
indo1316,region,361,Standard Indonesian
ital1282,candidate,361,Italian
ital1282,remote,361,Italian
port1283,sensual,361,Portuguese
roma1327,agreement,361,Romanian
stan1288,abdominal,361,Spanish
stan1290,influenza,361,French
stan1290,instances,361,French
stan1290,tries,361,French
czec1258,knot,360,Czech
dutc1256,span,360,Dutch
hung1274,civil,360,Hungarian
lati1261,fugitive,360,Latin
pali1273,tad,360,Pali
poli1260,coach,360,Polish
stan1288,mixer,360,Spanish
stan1290,philtre,360,French
stan1290,suites,360,French
dutc1256,diet,359,Dutch
lati1261,captive,359,Latin
port1283,cardinal,359,Portuguese
port1283,delivery,359,Portuguese
port1283,link,359,Portuguese
port1283,sake,359,Portuguese
stan1288,coincide,359,Spanish
stan1288,devise,359,Spanish
stan1290,harmonica,359,French
stan1290,info,359,French
swed1254,moment,359,Swedish
ital1282,confuse,358,Italian
lati1261,educate,358,Latin
lati1261,infinite,358,Latin
minn1241,hat,358,Min Nan Chinese
poli1260,pardon,358,Polish
port1283,cape,358,Portuguese
roma1327,cam,358,Romanian
stan1288,derive,358,Spanish
stan1288,prologue,358,Spanish
stan1290,colonies,358,French
stan1290,parasites,358,French
stan1295,sinister,358,German
swed1254,pick,358,Swedish
dutc1256,peer,357,Dutch
ital1282,gale,357,Italian
ital1282,obsolete,357,Italian
lati1261,adjacent,357,Latin
lati1261,calculate,357,Latin
lati1261,passes,357,Latin
nucl1301,bat,357,Turkish
olde1238,open,357,Old English (ca. 450-1100)
poli1260,element,357,Polish
poli1260,fort,357,Polish
stan1288,mandate,357,Spanish
stan1290,saliva,357,French
stan1290,utilisation,357,French
stan1295,optional,357,German
afri1274,tone,356,Afrikaans
dutc1256,angel,356,Dutch
dutc1256,chap,356,Dutch
dutc1256,pet,356,Dutch
dutc1256,punch,356,Dutch
port1283,causes,356,Portuguese
roma1327,sale,356,Romanian
scot1243,gay,356,Scots
stan1288,grill,356,Spanish
stan1288,malaria,356,Spanish
stan1288,preceded,356,Spanish
stan1288,vulnerable,356,Spanish
stan1290,angler,356,French
stan1290,files,356,French
stan1290,fortitude,356,French
stan1290,restrictive,356,French
stan1290,trope,356,French
hung1274,fest,355,Hungarian
iris1253,file,355,Irish
ital1282,gala,355,Italian
ital1282,nausea,355,Italian
ital1282,pose,355,Italian
lati1261,helium,355,Latin
lati1261,sponsor,355,Latin
poli1260,elf,355,Polish
scot1243,wave,355,Scots
stan1288,evaporate,355,Spanish
stan1288,pirate,355,Spanish
stan1295,paradox,355,German
swed1254,mask,355,Swedish
afri1274,area,354,Afrikaans
afri1274,lid,354,Afrikaans
dutc1256,gate,354,Dutch
icel1247,lit,354,Icelandic
ital1282,mini,354,Italian
ital1282,para,354,Italian
ital1282,secure,354,Italian
lati1261,colon,354,Latin
lati1261,dissipate,354,Latin
poli1260,manager,354,Polish
port1283,festival,354,Portuguese
stan1290,brunette,354,French
stan1290,divisions,354,French
stan1290,expresses,354,French
stan1290,gondola,354,French
stan1290,migrant,354,French
stan1290,qualifications,354,French
stan1290,respective,354,French
stan1290,scrotum,354,French
dutc1256,stout,353,Dutch
lati1261,subordinate,353,Latin
roma1327,cost,353,Romanian
stan1288,poles,353,Spanish
stan1290,fractions,353,French
swed1254,king,353,Swedish
dani1285,barn,352,Danish
esto1258,number,352,Estonian
ital1282,diploma,352,Italian
lati1261,confident,352,Latin
nucl1301,lord,352,Turkish
roma1327,test,352,Romanian
stan1288,logical,352,Spanish
dutc1256,college,351,Dutch
dutc1256,mud,351,Dutch
finn1318,heavy,351,Finnish
finn1318,tin,351,Finnish
iris1253,dream,351,Irish
ital1282,mania,351,Italian
lati1261,diverse,351,Latin
lith1251,pats,351,Lithuanian
poli1260,wrap,351,Polish
stan1288,cache,351,Spanish
stan1288,clubs,351,Spanish
stan1290,allies,351,French
stan1290,labours,351,French
dani1285,live,350,Danish
dutc1256,binding,350,Dutch
dutc1256,golden,350,Dutch
dutc1256,rib,350,Dutch
ital1282,propose,350,Italian
lati1261,fluent,350,Latin
lati1261,sedate,350,Latin
lati1261,supporter,350,Latin
poli1260,meteor,350,Polish
scot1243,tack,350,Scots
sout1528,drag,350,Serbian-Croatian-Bosnian
stan1288,calculate,350,Spanish
stan1290,bosses,350,French
stan1290,contemplative,350,French
stan1290,extradition,350,French
stan1290,parable,350,French
stan1290,placenta,350,French
czec1258,auto,349,Czech
czec1258,taste,349,Czech
dutc1256,chat,349,Dutch
dutc1256,reed,349,Dutch
hung1274,toll,349,Hungarian
ital1282,mitigate,349,Italian
ital1282,piercing,349,Italian
ital1282,tank,349,Italian
nucl1301,single,349,Turkish
nucl1301,size,349,Turkish
port1283,cave,349,Portuguese
port1283,driver,349,Portuguese
roma1327,electric,349,Romanian
